"Degree","Country","Year","Undergraduate enrollment","Undergraduate enrollment total","Undergraduate enrollment (%)","Undergraduate enrollment(-1)","Undergraduate enrollment total(-1)","Field Change rate","Proportional Change"
"Arts and humanities","Greece",2019,11417,42975,26.566608493310063,10974,42353,4.036814288317842,1.072444647579402
"Arts and humanities","Greece",2020,11140,44540,25.01122586439156,11417,42975,-2.426206534115792,-0.6068239961843269
"Arts and humanities","Greece",2021,10646,48971,21.73939678585285,11140,44540,-4.434470377019749,-0.9640271106114281
"Arts and humanities","Greece",2022,7488,44706,16.749429606764192,10646,48971,-29.663723464211913,-4.968504480383367
"Arts and humanities","Spain",2013,30712,206977,14.83836368292129,7488,44706,310.14957264957263,46.02112155076977
"Arts and humanities","Spain",2014,30472,201697,15.10781023019678,30712,206977,-0.7814535035165407,-0.1180605123485031
"Arts and humanities","Spain",2015,30554,207982,14.690694387014261,30472,201697,0.26909950118141246,0.03953258531554114
"Arts and humanities","Spain",2016,30164,206807,14.585579791786545,30554,207982,-1.2764286181841984,-0.1861745145904547
"Arts and humanities","Spain",2017,30564,216731,14.102274247800269,30164,206807,1.3260840737302744,0.1870080128338452
"Arts and humanities","Spain",2018,30347,222025,13.668280599031641,30564,216731,-0.7099856039785368,-0.09704282456451596
"Arts and humanities","Spain",2019,31646,245172,12.907672980601374,30347,222025,4.2804890104458435,0.5525115234389292
"Arts and humanities","Spain",2020,31874,246691,12.920617290456482,31646,245172,0.7204702016052581,0.09308919744119565
"Arts and humanities","Spain",2021,33350,251466,13.262230281628531,31874,246691,4.630733513208257,0.6141385422502262
"Arts and humanities","Spain",2022,32657,259029,12.607468661810067,33350,251466,-2.077961019490255,-0.2619782843368629
"Arts and humanities","European Union - 28 countries (2013-2020)",2016,467003,3582929,13.034112593355882,32657,259029,1330.0241908319808,173.35685055191087
"Arts and humanities","European Union - 28 countries (2013-2020)",2017,463553,3521037,13.165240808318686,467003,3582929,-0.7387532842401441,-0.09725864884957797
"Arts and humanities","European Union - 28 countries (2013-2020)",2018,469278,3447933,13.610415283591648,463553,3521037,1.235025984083805,0.16809216529407034
"Arts and humanities","European Union - 28 countries (2013-2020)",2019,475398,3486591,13.635037777588481,469278,3447933,1.3041310268113997,0.17781875817498694
"Arts and humanities","Finland",2013,3858,50831,7.589856583580886,475398,3486591,-99.18846945086011,-7.528262578769222
"Arts and humanities","Finland",2014,3343,48447,6.90032406547361,3858,50831,-13.34888543286677,-0.9211163539966069
"Arts and humanities","Finland",2015,3321,49883,6.657578734238117,3343,48447,-0.6580915345498056,-0.04381296205600915
"Arts and humanities","Finland",2016,3404,49271,6.908729272797386,3321,49883,2.499247214694369,0.17266622392116318
"Arts and humanities","Finland",2017,3532,52534,6.723264933186127,3404,49271,3.7602820211515864,0.25281372251698714
"Arts and humanities","Finland",2018,3151,54417,5.790469889924105,3532,52534,-10.78708946772367,-0.6246231676277134
"Arts and humanities","Finland",2019,3297,51906,6.351866836203907,3151,54417,4.63344969850841,0.29431055477174556
"Arts and humanities","Finland",2020,3405,51917,6.558545370495214,3297,51906,3.2757051865332123,0.2148386108624456
"Arts and humanities","Finland",2021,3540,52516,6.74080280295529,3405,51917,3.9647577092511015,0.26725649879558416
"Arts and humanities","Finland",2022,3537,55856,6.33235462618161,3540,52516,-0.0847457627118644,-0.005366402225577636
"Arts and humanities","France",2016,98280,314651,31.234605960254378,3537,55856,2678.625954198473,836.6582619429969
"Arts and humanities","France",2017,94565,314538,30.064729857759634,98280,314651,-3.78001628001628,-1.1364516831662297
"Arts and humanities","France",2018,99569,307849,32.34345409600161,94565,314538,5.291598371490509,1.7114856902278017
"Arts and humanities","France",2019,102831,308317,33.35236136833194,99569,307849,3.2761200775341726,1.092663407119674
"Arts and humanities","France",2020,105911,312547,33.886423481908324,102831,308317,2.995205725899777,1.0149680964327648
"Arts and humanities","France",2021,115476,300502,38.42769765259466,105911,312547,9.031167678522534,3.4704698100014912
"Arts and humanities","France",2022,113994,316809,35.98193233146785,115476,300502,-1.2833835602203054,-0.46178620419165334
"Arts and humanities","Croatia",2015,2634,31654,8.321223226132558,113994,316809,-97.68935207116164,-8.12894905400391
"Arts and humanities","Croatia",2016,2791,30754,9.07524224491123,2634,31654,5.960516324981017,0.5409312955395077
"Arts and humanities","Croatia",2017,2947,29787,9.893577735253634,2791,30754,5.589394482264421,0.5529910880328078
"Arts and humanities","Croatia",2018,2664,28589,9.318269264402392,2947,29787,-9.602986087546658,-0.8948321010606981
"Arts and humanities","Croatia",2019,2700,26935,10.024132170038984,2664,28589,1.3513513513513513,0.13546124554106734
"Arts and humanities","Croatia",2020,2515,29106,8.640830069401497,2700,26935,-6.851851851851852,-0.5920568751256582
"Arts and humanities","Croatia",2021,2454,28718,8.545163312208372,2515,29106,-2.4254473161033796,-0.20725843421260862
"Arts and humanities","Croatia",2022,2566,28606,8.97014612319094,2454,28718,4.5639771801141,0.4093954220853241
"Arts and humanities","Hungary",2013,6159,29921,20.584205073359847,2566,28606,140.02338269680436,28.82270024496568
"Arts and humanities","Hungary",2014,4716,29628,15.917375455650062,6159,29921,-23.429128105211884,-3.7293022864918064
"Arts and humanities","Hungary",2015,4534,27944,16.22530775837389,4716,29628,-3.859202714164546,-0.6261675173927159
"Arts and humanities","Hungary",2016,4156,29954,13.874607731855512,4534,27944,-8.337009263343626,-1.156727331857385
"Arts and humanities","Hungary",2017,3964,29865,13.273062112841119,4156,29954,-4.619826756496631,-0.6131924748954511
"Arts and humanities","Hungary",2018,3865,61442,6.29048533576381,3964,29865,-2.4974772956609486,-0.15710344304758253
"Arts and humanities","Hungary",2019,3833,61445,6.2380991130279115,3865,61442,-0.8279430789133247,-0.05164790986206809
"Arts and humanities","Hungary",2020,3961,60918,6.502183262746643,3833,61445,3.3394208192016697,0.2171352615788078
"Arts and humanities","Hungary",2021,4270,71149,6.001489831199314,3961,60918,7.80106033829841,0.4681798429287019
"Arts and humanities","Hungary",2022,4090,74399,5.497385717549967,4270,71149,-4.215456674473068,-0.23173991315198925
"Arts and humanities","Ireland",2018,9363,77190,12.129809560823942,9014,,3.871755047703572,0.4696365139480314
"Arts and humanities","Ireland",2019,8490,56034,15.151515151515152,9363,77190,-9.323934636334508,-1.4127173691415922
"Arts and humanities","Ireland",2020,9000,54004,16.665432190208133,8490,56034,6.007067137809187,1.0011037004718666
"Arts and humanities","Ireland",2021,8638,45096,19.154692212169593,9000,54004,-4.022222222222222,-0.7704442867561547
"Arts and humanities","Ireland",2022,8406,41277,20.36485209680936,8638,45096,-2.6858068997453115,-0.5469606027390336
"Arts and humanities","Italy",2016,54632,336484,16.23613604212979,8406,41277,549.9167261479895,89.2852277758139
"Arts and humanities","Italy",2017,58778,323218,18.185249583872185,54632,336484,7.5889588519548985,1.3800711080453596
"Arts and humanities","Italy",2018,63172,334383,18.892108749547674,58778,323218,7.47558610364422,1.4122958563665398
"Arts and humanities","Italy",2019,63641,382753,16.62717209270731,63172,334383,0.7424175267523586,0.12344303981953597
"Arts and humanities","Italy",2020,65686,384430,17.08659573914627,63641,382753,3.213337313995695,0.5490499565775855
"Arts and humanities","Italy",2021,69101,378764,18.243814090040235,65686,384430,5.198976950948452,0.9484916895150779
"Arts and humanities","Italy",2022,65764,383931,17.129119555336768,69101,378764,-4.829163109072228,-0.8271931224751999
"Arts and humanities","Lithuania",2013,3044,8081,37.668605370622444,65764,383931,-95.37132777811568,-35.925049097461226
"Arts and humanities","Lithuania",2014,2716,7976,34.052156469408224,3044,8081,-10.775295663600525,-3.66922053941061
"Arts and humanities","Lithuania",2015,2761,7555,36.54533421575116,2716,7976,1.6568483063328425,0.6055007509973499
"Arts and humanities","Lithuania",2016,2502,7217,34.668144658445335,2761,7555,-9.380659181455995,-3.2521004949428987
"Arts and humanities","Lithuania",2017,2462,7331,33.58341290410585,2502,7217,-1.5987210231814548,-0.5369050823997739
"Arts and humanities","Lithuania",2018,2331,6175,37.74898785425101,2462,7331,-5.320877335499594,-2.0085773391173367
"Arts and humanities","Lithuania",2019,2547,5640,45.159574468085104,2331,6175,9.266409266409266,4.184670993181631
"Arts and humanities","Lithuania",2020,2360,5349,44.120396335763694,2547,5640,-7.341970946211229,-3.239306680325014
"Arts and humanities","Lithuania",2021,2471,6441,38.363608135382705,2360,5349,4.703389830508475,1.804390043655712
"Arts and humanities","Lithuania",2022,2207,6284,35.120942075111394,2471,6441,-10.683933630109268,-3.752298141574022
"Arts and humanities","Luxembourg",2013,247,3857,6.403940886699507,2207,6284,-88.808337109198,-5.687233410933863
"Arts and humanities","Luxembourg",2014,229,3776,6.064618644067797,247,3857,-7.28744939271255,-0.4419560145474507
"Arts and humanities","Luxembourg",2015,173,3956,4.3731041456016175,229,3776,-24.45414847161572,-1.0694053805838017
"Arts and humanities","Luxembourg",2016,234,3977,5.88383203419663,173,3956,35.26011560693642,2.074645977375691
"Arts and humanities","Luxembourg",2017,220,3993,5.509641873278237,234,3977,-5.982905982905983,-0.32963669327305695
"Arts and humanities","Luxembourg",2018,220,3992,5.511022044088176,220,3993,0,0
"Arts and humanities","Luxembourg",2019,135,3930,3.435114503816794,220,3992,-38.63636363636363,-1.3272033310201248
"Arts and humanities","Luxembourg",2020,147,3859,3.809277014770666,135,3930,8.88888888888889,0.33860240131294805
"Arts and humanities","Luxembourg",2021,133,3757,3.5400585573595955,147,3859,-9.523809523809524,-0.33714843403424716
"Arts and humanities","Luxembourg",2022,124,3803,3.260583749671312,133,3757,-6.7669172932330826,-0.2206410056168557
"Arts and humanities","Latvia",2013,2031,8400,24.178571428571427,124,3803,1537.9032258064517,371.8430299539171
"Arts and humanities","Latvia",2014,1791,8370,21.397849462365592,2031,8400,-11.816838995568684,-2.528549419481901
"Arts and humanities","Latvia",2015,1509,8389,17.987841220646086,1791,8370,-15.745393634840871,-2.832256406600891
"Arts and humanities","Latvia",2016,1420,7873,18.036326686142512,1509,8389,-5.89794565937707,-1.0637727468964104
"Arts and humanities","Latvia",2017,1235,8923,13.8406365572117,1420,7873,-13.028169014084506,-1.8031815232987072
"Arts and humanities","Latvia",2018,1269,8605,14.7472399767577,1235,8923,2.753036437246964,0.40599689004839007
"Arts and humanities","Latvia",2019,1390,8909,15.602200022449209,1269,8605,9.535066981875492,1.487680222786725
"Arts and humanities","Latvia",2020,1387,8488,16.34071630537229,1390,8909,-0.2158273381294964,-0.0352677330331776
"Arts and humanities","Latvia",2021,1368,8570,15.962660443407234,1387,8488,-1.36986301369863,-0.21866658141653744
"Arts and humanities","Latvia",2022,1585,8635,18.355529820497974,1368,8570,15.862573099415206,2.9116593355614477
"Arts and humanities","Malta",2013,280,3094,9.049773755656108,1585,8635,-82.33438485804416,-7.451075552764177
"Arts and humanities","Malta",2014,287,3415,8.404099560761347,280,3094,2.5,0.21010248901903367
"Arts and humanities","Malta",2015,339,3539,9.578977112178581,287,3415,18.118466898954704,1.7355637973285234
"Arts and humanities","Malta",2016,473,3807,12.42448121880746,339,3539,39.52802359882006,4.911151868201179
"Arts and humanities","Malta",2017,492,3325,14.796992481203008,473,3807,4.0169133192389,0.5943823618242222
"Arts and humanities","Malta",2018,334,2291,14.578786556089044,492,3325,-32.113821138211385,-4.681805438744043
"Arts and humanities","Malta",2019,292,2289,12.756662297946702,334,2291,-12.574850299401197,-1.6041311871669506
"Arts and humanities","Malta",2020,317,2367,13.392479932403887,292,2289,8.561643835616438,1.146616432568826
"Arts and humanities","Malta",2021,196,2062,9.50533462657614,317,2367,-38.170347003154575,-3.6282192107751197
"Arts and humanities","Malta",2022,273,2148,12.70949720670391,196,2062,39.285714285714285,4.993016759776536
"Arts and humanities","Netherlands",2013,9807,116291,8.433154758321797,273,2148,3492.307692307692,294.5117123290843
"Arts and humanities","Netherlands",2014,10293,114188,9.014082040144324,9807,116291,4.955643927806669,0.4467058092699237
"Arts and humanities","Netherlands",2015,9721,113317,8.578589267276755,10293,114188,-5.5571747789760035,-0.4767271991530462
"Arts and humanities","Netherlands",2016,8649,114158,7.576341561695195,9721,113317,-11.027672050200596,-0.8354941008267924
"Arts and humanities","Netherlands",2017,9228,117579,7.848340264843212,8649,114158,6.694415539368713,0.5254005102721956
"Arts and humanities","Netherlands",2018,10084,117892,8.553591422658027,9228,117579,9.276116168183789,0.7934410769175629
"Arts and humanities","Netherlands",2019,9849,122136,8.063961485557083,10084,117892,-2.3304244347481156,-0.1879245288680994
"Arts and humanities","Netherlands",2020,9714,122535,7.927530909536051,9849,122136,-1.370697532744441,-0.1086624705845636
"Arts and humanities","Netherlands",2021,10347,119407,8.665321128577052,9714,122535,6.516368128474367,0.5646642242525503
"Arts and humanities","Netherlands",2022,9747,111050,8.777127420081044,10347,119407,-5.798782255726297,-0.508966507398147
"Arts and humanities","Poland",2013,36871,208967,17.644412754166925,9747,111050,278.280496563045,49.10095942792897
"Arts and humanities","Poland",2014,33013,194272,16.993184813045627,36871,208967,-10.46350790594234,-1.7780832363844223
"Arts and humanities","Poland",2015,33619,182572,18.41410512017177,33013,194272,1.8356405052555054,0.3380167722662009
"Arts and humanities","Poland",2016,36233,179104,20.230145613721636,33619,182572,7.775365120913769,1.5729676859593789
"Arts and humanities","Poland",2017,35981,177793,20.23757965724185,36233,179104,-0.6954985786437778,-0.14075207886801938
"Arts and humanities","Poland",2018,35827,167761,21.355976657268375,35981,177793,-0.42800366860287375,-0.091404363559082
"Arts and humanities","Poland",2019,35356,168392,20.996246852582072,35827,167761,-1.3146509615653,-0.2760273611400942
"Arts and humanities","Poland",2020,33911,396197,8.559125889393409,35356,168392,-4.08700079194479,-0.34981154288306016
"Arts and humanities","Poland",2021,22514,209232,10.760304351150875,33911,396197,-33.608563592934445,-3.6163837306498343
"Arts and humanities","Poland",2022,23162,212284,10.910855269356146,22514,209232,2.878209114328862,0.3140372308138395
"Arts and humanities","Portugal",2014,9245,52622,17.568697502945536,23162,212284,-60.08548484586823,-10.55623707574877
"Arts and humanities","Portugal",2015,7462,37246,20.034366106427537,9245,52622,-19.28610059491617,-3.863848000839405
"Arts and humanities","Portugal",2016,7701,41629,18.499123207379473,7462,37246,3.2028946663093008,0.592507430523143
"Arts and humanities","Portugal",2017,7767,40015,19.410221167062353,7701,41629,0.8570315543435918,0.16635172016960334
"Arts and humanities","Portugal",2018,8215,38616,21.273565361508183,7767,40015,5.767992790009012,1.2270577162296468
"Arts and humanities","Portugal",2019,8402,37490,22.411309682582022,8215,38616,2.276323797930615,0.5101539757325427
"Arts and humanities","Portugal",2020,8637,37287,23.16356907233084,8402,37490,2.796953106403237,0.6478741647224169
"Arts and humanities","Portugal",2021,9499,36717,25.87085001497944,8637,37287,9.98031723978233,2.581992904123222
"Arts and humanities","Portugal",2022,9705,36303,26.733327824146766,9499,36717,2.16864933150858,0.579752135148356
"Arts and humanities","Romania",2013,10791,114890,9.39246235529637,9705,36303,11.190108191653787,1.0510266994180173
"Arts and humanities","Romania",2014,13060,116501,11.210204204255758,10791,114890,21.026781577240293,2.3571451523914666
"Arts and humanities","Romania",2015,10852,116708,9.298419988346986,13060,116501,-16.90658499234303,-1.5720452782748962
"Arts and humanities","Romania",2016,13550,111707,12.129947093736293,10852,116708,24.861776631035752,3.0157203519075297
"Arts and humanities","Romania",2017,12601,105847,11.904919364743451,13550,111707,-7.003690036900369,-0.8337836514495597
"Arts and humanities","Romania",2018,13068,101431,12.883635180566099,12601,105847,3.7060550749940484,0.47747461545308856
"Arts and humanities","Romania",2019,12368,102894,12.020137228604195,13068,101431,-5.356596265687175,-0.6438702219178861
"Arts and humanities","Romania",2020,12506,107378,11.646706029167985,12368,102894,1.1157826649417852,0.12995192691018612
"Arts and humanities","Romania",2021,13310,109915,12.109357230587271,12506,107378,6.428914121221814,0.7785001769864199
"Arts and humanities","Romania",2022,11111,83226,13.350395309158197,13310,109915,-16.521412471825695,-2.2056738756452945
"Arts and humanities","Sweden",2013,12524,55957,22.381471487034688,11111,83226,12.717127171271713,2.8462801918081193
"Arts and humanities","Sweden",2014,11875,49489,23.995231263513105,12524,55957,-5.182050463110827,-1.2434449928153948
"Arts and humanities","Sweden",2015,11432,44456,25.715314018355226,11875,49489,-3.730526315789474,-0.9593165566426415
"Arts and humanities","Sweden",2016,10708,36728,29.15486822043128,11432,44456,-6.333100069979006,-1.8464069796704203
"Arts and humanities","Sweden",2017,9893,37877,26.118752805132402,10708,36728,-7.611131864026896,-1.9879327172378507
"Arts and humanities","Sweden",2018,9782,39824,24.563077541181197,9893,37877,-1.1220054584049328,-0.2755990707642892
"Arts and humanities","Sweden",2019,10233,45785,22.35011466637545,9782,39824,4.610509098343897,1.0304540701835339
"Arts and humanities","Sweden",2020,11109,48663,22.82843227914432,10233,45785,8.560539431251831,1.9542369467927705
"Arts and humanities","Sweden",2021,12656,44670,28.33221401387956,11109,48663,13.925645872715817,3.9454437914728313
"Arts and humanities","Sweden",2022,11015,44407,24.80464791586912,12656,44670,-12.966182048040457,-3.216215805147063
"Arts and humanities","Slovenia",2013,1706,17801,9.583731251053312,11015,44407,-84.5120290512937,-8.099405739088088
"Arts and humanities","Slovenia",2014,1617,20118,8.037578288100208,1706,17801,-5.216881594372802,-0.41931094234520433
"Arts and humanities","Slovenia",2015,1484,20475,7.247863247863248,1617,20118,-8.225108225108226,-0.5961445961445963
"Arts and humanities","Slovenia",2016,1414,23616,5.987466124661246,1484,20475,-4.716981132075472,-0.28242764738968146
"Arts and humanities","Slovenia",2017,1511,21378,7.068013846009917,1414,23616,6.8599717114568595,0.4848637503981343
"Arts and humanities","Slovenia",2018,1333,20961,6.359429416535471,1511,21378,-11.780277961614823,-0.7491584620405782
"Arts and humanities","Slovenia",2019,1409,19280,7.308091286307054,1333,20961,5.701425356339085,0.4166653696619176
"Arts and humanities","Slovenia",2020,1358,19321,7.028621706950986,1409,19280,-3.61958836053939,-0.25440717321114287
"Arts and humanities","Slovenia",2021,1424,18440,7.72234273318872,1358,19321,4.860088365243005,0.37531268069989365
"Arts and humanities","Slovenia",2022,1378,19650,7.012722646310433,1424,18440,-3.2303370786516856,-0.2265345798667696
"Arts and humanities","Slovakia",2013,3137,39112,8.020556350992022,1378,19650,127.6487663280116,10.238141234684301
"Arts and humanities","Slovakia",2014,2635,37876,6.956912028725315,3137,39112,-16.002550207204337,-1.1132833402678062
"Arts and humanities","Slovakia",2015,2445,37354,6.545483750066928,2635,37876,-7.2106261859582546,-0.4719703652799682
"Arts and humanities","Slovakia",2016,2182,36443,5.9874324287243095,2445,37354,-10.756646216768916,-0.6440469238259686
"Arts and humanities","Slovakia",2017,2081,34643,6.006985538203966,2182,36443,-4.62878093492209,-0.2780502013559123
"Arts and humanities","Slovakia",2018,2007,33442,6.001435320854016,2081,34643,-3.5559827006247,-0.21341000179874925
"Arts and humanities","Slovakia",2019,2002,33164,6.036666264624292,2007,33442,-0.2491280518186348,-0.01503902905985125
"Arts and humanities","Slovakia",2020,2051,33704,6.0853311179681935,2002,33164,2.4475524475524475,0.14894167071950123
"Arts and humanities","Slovakia",2021,2199,34401,6.392256039068632,2051,33704,7.215992198927353,0.46126469711465506
"Arts and humanities","Slovakia",2022,1931,34417,5.610599413080745,2199,34401,-12.187357889949977,-0.6837838302435832
"Arts and humanities","United Kingdom",2014,96568,1128555,8.556782788610214,1931,34417,4900.932159502848,419.3621195058025
"Arts and humanities","United Kingdom",2015,97724,1279278,7.638996371390737,96568,1128555,1.1970839201391765,0.09144519722193369
"Arts and humanities","United Kingdom",2016,97540,1321074,7.383386547612019,97724,1279278,-0.18828537513814414,-0.013901837059070558
"Arts and humanities","United Kingdom",2017,96295,1287174,7.481117548987161,97540,1321074,-1.2763994258765634,-0.09548894144442295
"Arts and humanities","United Kingdom",2018,94172,1082428,8.700070582061809,96295,1287174,-2.204683524585908,-0.191809022750062
"Arts and humanities","United Kingdom",2019,96726,1042663,9.276822904428373,94172,1082428,2.7120587860510557,0.2515928906459464
"Information and communication technologies","Austria",2013,2355,73180,3.2180923749658374,96726,1042663,-97.56528751318156,-3.1397410780751924
"Information and communication technologies","Austria",2014,2468,69404,3.555991009163737,2355,73180,4.798301486199576,0.1706271694418269
"Information and communication technologies","Austria",2015,2443,68524,3.5651742455198177,2468,69404,-1.012965964343598,-0.036114001676659416
"Information and communication technologies","Austria",2016,2718,66328,4.097816909902304,2443,68524,11.25665165779779,0.4612769751220358
"Information and communication technologies","Austria",2017,2480,66646,3.721153557602857,2718,66328,-8.75643855776306,-0.3258405249115084
"Information and communication technologies","Austria",2018,2413,67177,3.5920032153862187,2480,66646,-2.7016129032258065,-0.09704202235115994
"Information and communication technologies","Austria",2019,2589,68728,3.767023629379583,2413,67177,7.293825113966017,0.27476011552872215
"Information and communication technologies","Austria",2020,2948,67623,4.35946349614776,2589,68728,13.866357667052917,0.6044988007404581
"Information and communication technologies","Austria",2021,3192,68067,4.6894971131385255,2948,67623,8.276797829036635,0.3881401952529851
"Information and communication technologies","Austria",2022,2919,67217,4.342651412589078,3192,68067,-8.552631578947368,-0.3714109760766974
"Information and communication technologies","Belgium",2013,2475,43949,5.631527452274227,2919,67217,-15.210688591983557,-0.8565941037374981
"Information and communication technologies","Belgium",2014,2421,38983,6.210399404868789,2475,43949,-2.181818181818182,-0.1354996233789554
"Information and communication technologies","Belgium",2015,3329,38031,8.753385396124214,2421,38983,37.50516315572078,3.2829714744654224
"Information and communication technologies","Belgium",2016,3689,19511,18.907283071088106,3329,38031,10.814058275758486,2.0446446096700863
"Information and communication technologies","Belgium",2017,4281,19124,22.38548420832462,3689,19511,16.047709406343184,3.592357454954778
"Information and communication technologies","Belgium",2018,3495,35811,9.759571081511268,4281,19124,-18.36019621583742,-1.7918764003895948
"Information and communication technologies","Belgium",2019,4244,48527,8.745646753353803,3495,35811,21.430615164520745,1.8742458993596562
"Information and communication technologies","Belgium",2020,4199,48118,8.726464109065216,4244,48527,-1.0603204524033931,-0.09252848372006
"Information and communication technologies","Belgium",2021,4349,49105,8.856531921392934,4199,48118,3.57227911407478,0.31638004005928555
"Information and communication technologies","Belgium",2022,5266,49500,10.638383838383838,4349,49105,21.08530696711888,2.243135888663596
"Information and communication technologies","Bulgaria",2013,2054,32184,6.382053194133731,5266,49500,-60.99506266616027,-3.892737345149553
"Information and communication technologies","Bulgaria",2014,2405,34150,7.0424597364568085,2054,32184,17.088607594936708,1.2034583093945177
"Information and communication technologies","Bulgaria",2015,2289,35091,6.523040095751047,2405,34150,-4.8232848232848236,-0.31462480295514406
"Information and communication technologies","Bulgaria",2016,2223,32909,6.75499103588684,2289,35091,-2.8833551769331587,-0.194770383734614
"Information and communication technologies","Bulgaria",2017,2787,30753,9.062530484830749,2223,32909,25.371120107962213,2.2992654941270994
"Information and communication technologies","Bulgaria",2018,2569,43444,5.9133597274652425,2787,30753,-7.822030857552924,-0.4625448226004388
"Information and communication technologies","Bulgaria",2019,2865,28538,10.039245917723736,2569,43444,11.52199299338264,1.1567212112285816
"Information and communication technologies","Bulgaria",2020,2948,30004,9.825356619117452,2865,28538,2.8970331588132634,0.2846438392274863
"Information and communication technologies","Bulgaria",2021,2784,32437,8.582791256897988,2948,30004,-5.563093622795115,-0.47746871307030864
"Information and communication technologies","Bulgaria",2022,3000,35266,8.50677706572903,2784,32437,7.758620689655173,0.6600085654444938
"Information and communication technologies","Cyprus",2013,265,1521,17.42274819197896,3000,35266,-91.16666666666666,-15.883738768354153
"Information and communication technologies","Cyprus",2014,250,1647,15.179113539769277,265,1521,-5.660377358490567,-0.8591951060246761
"Information and communication technologies","Cyprus",2015,236,1522,15.505913272010513,250,1647,-5.6000000000000005,-0.8683311432325889
"Information and communication technologies","Cyprus",2016,278,1727,16.097278517660683,236,1522,17.796610169491526,2.8647699056853755
"Information and communication technologies","Cyprus",2017,245,1661,14.750150511739916,278,1727,-11.870503597122301,-1.7509171470770402
"Information and communication technologies","Cyprus",2018,287,1572,18.25699745547074,245,1661,17.142857142857142,3.1297709923664123
"Information and communication technologies","Cyprus",2019,321,1629,19.70534069981584,287,1572,11.846689895470384,2.334430605553096
"Information and communication technologies","Cyprus",2020,301,1715,17.551020408163264,321,1629,-6.230529595015576,-1.0935215207578357
"Information and communication technologies","Cyprus",2021,268,1679,15.961882072662299,301,1715,-10.96345514950166,-1.749973782052677
"Information and communication technologies","Cyprus",2022,319,1720,18.546511627906977,268,1679,19.029850746268657,3.5293734814300595
"Information and communication technologies","Czechia",2013,5830,64090,9.09658293025433,319,1720,1727.5862068965516,157.15131200197996
"Information and communication technologies","Czechia",2014,5409,63241,8.552995683180216,5830,64090,-7.221269296740996,-0.6176348512210758
"Information and communication technologies","Czechia",2015,3884,63132,6.1521890641829815,5409,63241,-28.193751155481607,-1.7345328753705025
"Information and communication technologies","Czechia",2016,3748,62722,5.975574758457958,3884,63132,-3.5015447991761075,-0.20923742717566485
"Information and communication technologies","Czechia",2017,4430,62839,7.049762090421553,3748,62722,18.196371398078977,1.2828008926540821
"Information and communication technologies","Czechia",2018,4388,63883,6.868807037866099,4430,62839,-0.9480812641083521,-0.06512187259376437
"Information and communication technologies","Czechia",2019,4660,66220,7.0371488976140135,4388,63883,6.198723792160438,0.43621342300615584
"Information and communication technologies","Czechia",2020,4878,67725,7.20265780730897,4660,66220,4.6781115879828326,0.3369483695264711
"Information and communication technologies","Czechia",2021,5434,71044,7.648781037103767,4878,67725,11.398113981139812,0.8718167807768951
"Information and communication technologies","Czechia",2022,5654,72911,7.754659790703735,5434,71044,4.048582995951417,0.31395383768031315
"Information and communication technologies","Germany",2013,29777,479489,6.210152891932871,5654,72911,426.65369649805444,26.495846871612418
"Information and communication technologies","Germany",2014,30514,481068,6.342970224583635,29777,479489,2.4750646472109348,0.15699261361178557
"Information and communication technologies","Germany",2015,32258,475070,6.790157239985686,30514,481068,5.715409320311988,0.3880852797579811
"Information and communication technologies","Germany",2016,33260,463256,7.179615590515827,32258,475070,3.106206212412425,0.22301366549993362
"Information and communication technologies","Germany",2017,34112,450535,7.571442840178898,33260,463256,2.561635598316296,0.19395277510019307
"Information and communication technologies","Germany",2018,34661,448728,7.724278404735163,34112,450535,1.6094043151969981,0.12431486996363757
"Information and communication technologies","Germany",2019,35562,468056,7.597808809202317,34661,448728,2.5994633738207207,0.1975022572081385
"Information and communication technologies","Germany",2020,35052,473158,7.408096238465798,35562,468056,-1.4341150666441709,-0.10624062430733808
"Information and communication technologies","Germany",2021,34645,422542,8.199184933095408,35052,473158,-1.1611320324089922,-0.09520336265462259
"Information and communication technologies","Germany",2022,33290,427472,7.787644570872478,34645,422542,-3.9110982825804586,-0.30458243306486377
"Information and communication technologies","Denmark",2013,2384,36396,6.550170348389933,33290,427472,-92.8386902973866,-6.08109236369298
"Information and communication technologies","Denmark",2014,2439,35960,6.782536151279199,2384,36396,2.307046979865772,0.1564762954363909
"Information and communication technologies","Denmark",2015,1799,35877,5.014354600440393,2439,35960,-26.240262402624026,-1.3157798049536087
"Information and communication technologies","Denmark",2016,1956,29047,6.733914001445933,1799,35877,8.727070594774874,0.5876734286976161
"Information and communication technologies","Denmark",2017,2053,28530,7.195934104451455,1956,29047,4.959100204498978,0.3568535828894638
"Information and communication technologies","Denmark",2018,2042,28869,7.07333125497939,2053,28530,-0.535801266439357,-0.037898998443630434
"Information and communication technologies","Denmark",2019,2144,29926,7.164338702131926,2042,28869,4.995102840352596,0.3578660860026721
"Information and communication technologies","Denmark",2020,2159,29476,7.3246030669018865,2144,29926,0.6996268656716418,0.05124489085985461
"Information and communication technologies","Denmark",2021,2403,31577,7.609969281439022,2159,29476,11.301528485409913,0.860042846072775
"Information and communication technologies","Denmark",2022,2285,28676,7.968335890640256,2403,31577,-4.910528506034124,-0.39128740536643786
"Information and communication technologies","Estonia",2013,1262,6172,20.447180816591057,2285,28676,-44.770240700218814,-9.154252067996783
