DATAFLOW,LAST UPDATE,freq,unit,iscedf13,isced11,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2013,1335,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2014,1226,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2015,1318,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2016,1361,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2017,1448,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2018,1480,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2019,1533,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2020,1554,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2021,1824,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Finland,2022,1850,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2016,52657,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2017,52155,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2018,56469,b
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2019,56605,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2020,55541,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2021,57226,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,France,2022,56012,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2015,1830,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2016,1982,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2017,2146,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2018,2118,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2019,1913,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2020,1822,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2021,1683,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Croatia,2022,1647,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2013,5415,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2014,3355,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2015,3184,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2016,3406,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2017,3601,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2018,3744,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2019,3925,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2020,4263,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2021,4856,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Hungary,2022,5470,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2013,1379,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2014,2689,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2015,2360,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2016,2518,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2017,2205,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2018,2211,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2019,2612,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2020,2754,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2021,2752,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2022,3034,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2013,32615,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2014,34495,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2015,38273,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2016,33207,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2017,35257,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2018,43421,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2019,44918,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2020,47024,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2021,50924,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Italy,2022,53359,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2013,3267,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2014,3260,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2015,2931,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2016,2632,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2017,1932,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2018,1754,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2019,1836,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2020,1775,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2021,2301,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Lithuania,2022,2087,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2013,233,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2014,242,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2015,225,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2016,148,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2017,181,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2018,162,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2019,149,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2020,172,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2021,176,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Luxembourg,2022,110,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2013,1846,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2014,1617,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2015,1697,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2016,1536,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2017,1759,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2018,1551,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2019,1730,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2020,1576,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2021,1552,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Latvia,2022,1767,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2013,273,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2014,285,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2015,345,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2016,335,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2017,301,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2018,277,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2019,284,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2020,300,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2021,321,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Malta,2022,357,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2013,14254,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2014,14938,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2015,13676,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2016,12911,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2017,14750,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2018,15903,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2019,18947,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2020,19922,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2021,21911,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Netherlands,2022,21130,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2013,36608,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2014,30074,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2015,33526,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2016,34221,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2017,36312,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2018,31775,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2019,32030,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2020,28876,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2021,20763,bd
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Poland,2022,21482,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2013,7409,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2014,7898,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2015,6375,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2016,6529,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2017,6797,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2018,7235,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2019,7199,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2020,7796,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2021,9365,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Portugal,2022,10081,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2013,20420,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2014,20575,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2015,10148,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2016,13037,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2017,12186,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2018,13173,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2019,12634,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2020,13668,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2021,13393,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Romania,2022,10931,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2013,9809,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2014,9432,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2015,8524,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2016,8392,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2017,8753,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2018,8883,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2019,8648,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2020,9157,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2021,10310,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Sweden,2022,8848,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2013,2345,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2014,1960,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2015,1868,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2016,1719,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2017,1773,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2018,1442,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2019,1596,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2020,1586,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2021,1673,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovenia,2022,1768,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2013,3895,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2014,3950,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2015,3986,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2016,3606,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2017,3469,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2018,3162,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2019,3379,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2020,3298,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2021,3686,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Slovakia,2022,3472,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Social sciences, journalism and information",Bachelor's or equivalent level,Total,United Kingdom,2013,48973,
