year,area,concept,books,metric,value
2003,IRL,books,201_500,freq,13.6319626585048
2003,IRL,books,201_500,freq_se,0.669681076690857
2003,IRL,books,26_100,freq,33.4668383056351
2003,IRL,books,26_100,freq_se,0.838510300565221
2003,IRL,books,more_500,freq,7.41694225763523
2003,IRL,books,more_500,freq_se,0.468814864156749
2003,ITA,books,0_10,freq,9.05830595433711
2003,ITA,books,0_10,freq_se,0.444343076568955
2003,ITA,books,101_200,freq,20.0901494978992
2003,ITA,books,101_200,freq_se,0.470684726714592
2003,ITA,books,11_25,freq,16.8843812987894
2003,ITA,books,11_25,freq_se,0.578583686533051
2003,ITA,books,201_500,freq,13.2197414376444
2003,ITA,books,201_500,freq_se,0.53481317710639
2003,ITA,books,26_100,freq,32.77752222063
2003,ITA,books,26_100,freq_se,0.66742596117549
2003,ITA,books,more_500,freq,7.96989959069987
2003,ITA,books,more_500,freq_se,0.399953900948518
2003,LUX,books,0_10,freq,10.4121497437951
2003,LUX,books,0_10,freq_se,0.446969103997378
2003,LUX,books,101_200,freq,16.5473080939006
2003,LUX,books,101_200,freq_se,0.556849283854828
2003,LUX,books,11_25,freq,15.1136569854504
2003,LUX,books,11_25,freq_se,0.50250754707387
2003,LUX,books,201_500,freq,13.0284115599348
2003,LUX,books,201_500,freq_se,0.494101556693368
2003,LUX,books,26_100,freq,29.4679512176849
2003,LUX,books,26_100,freq_se,0.724379380580071
2003,LUX,books,more_500,freq,15.4305223992341
2003,LUX,books,more_500,freq_se,0.508133908467035
2003,LVA,books,0_10,freq,3.28014917428259
2003,LVA,books,0_10,freq_se,0.40135196124169
2003,LVA,books,101_200,freq,24.1014628516653
2003,LVA,books,101_200,freq_se,0.955666275438338
2003,LVA,books,11_25,freq,9.72344117276329
2003,LVA,books,11_25,freq_se,0.760173594222216
2003,LVA,books,201_500,freq,21.5947224559809
2003,LVA,books,201_500,freq_se,0.769992973086874
2003,LVA,books,26_100,freq,28.8733707541223
2003,LVA,books,26_100,freq_se,0.766898395311508
2003,LVA,books,more_500,freq,12.4268535911857
2003,LVA,books,more_500,freq_se,0.676398668217429
2003,NLD,books,0_10,freq,12.7408530284736
2003,NLD,books,0_10,freq_se,0.812645700978923
2003,NLD,books,101_200,freq,16.9541123709852
2003,NLD,books,101_200,freq_se,0.614368276148362
2003,NLD,books,11_25,freq,16.4315520719426
2003,NLD,books,11_25,freq_se,0.792855736701709
2003,NLD,books,201_500,freq,15.2522565650945
2003,NLD,books,201_500,freq_se,0.824463391382159
2003,NLD,books,26_100,freq,28.4066715998227
2003,NLD,books,26_100,freq_se,0.851070960630881
2003,NLD,books,more_500,freq,10.2145543636815
2003,NLD,books,more_500,freq_se,0.701267623880126
2003,POL,books,0_10,freq,8.48535024424945
2003,POL,books,0_10,freq_se,0.537654725744313
2003,POL,books,101_200,freq,19.0305245746653
2003,POL,books,101_200,freq_se,0.760957305343515
2003,POL,books,11_25,freq,15.9793389015957
2003,POL,books,11_25,freq_se,0.652390253716144
2003,POL,books,201_500,freq,14.3632258541982
2003,POL,books,201_500,freq_se,0.61879542308919
2003,POL,books,26_100,freq,33.784797500527
2003,POL,books,26_100,freq_se,0.880998625708973
2003,POL,books,more_500,freq,8.3567629247643
2003,POL,books,more_500,freq_se,0.566905632833132
2003,PRT,books,0_10,freq,13.085824440691
2003,PRT,books,0_10,freq_se,0.799649007762901
2003,PRT,books,101_200,freq,15.71489067772
2003,PRT,books,101_200,freq_se,0.590843732041875
2003,PRT,books,11_25,freq,21.9303486997736
2003,PRT,books,11_25,freq_se,0.895303815534262
2003,PRT,books,201_500,freq,9.6987033807955
2003,PRT,books,201_500,freq_se,0.665569839154743
2003,PRT,books,26_100,freq,33.2478156857186
2003,PRT,books,26_100,freq_se,0.912532622972651
2003,PRT,books,more_500,freq,6.32241711530128
2003,PRT,books,more_500,freq_se,0.586129271080502
2003,SVK,books,0_10,freq,5.35836891146964
2003,SVK,books,0_10,freq_se,0.616031913398554
2003,SVK,books,101_200,freq,23.8264456087714
2003,SVK,books,101_200,freq_se,0.77002935469731
2003,SVK,books,11_25,freq,11.8875943205773
2003,SVK,books,11_25,freq_se,0.565016904666305
2003,SVK,books,201_500,freq,13.8973768714796
2003,SVK,books,201_500,freq_se,0.722230490954833
2003,SVK,books,26_100,freq,39.4521652903103
2003,SVK,books,26_100,freq_se,0.768433944085364
2003,SVK,books,more_500,freq,5.57804899739174
2003,SVK,books,more_500,freq_se,0.393854192438749
2003,SWE,books,0_10,freq,4.60389202756204
2003,SWE,books,0_10,freq_se,0.43678688747636
2003,SWE,books,101_200,freq,22.0448436976034
2003,SWE,books,101_200,freq_se,0.581880492190548
2003,SWE,books,11_25,freq,8.54083854257879
2003,SWE,books,11_25,freq_se,0.480532172446286
2003,SWE,books,201_500,freq,22.6064416280709
2003,SWE,books,201_500,freq_se,0.627133942374602
2003,SWE,books,26_100,freq,28.5307648518509
2003,SWE,books,26_100,freq_se,0.890630398691595
2003,SWE,books,more_500,freq,13.673219252334
2003,SWE,books,more_500,freq_se,0.653715200526877
2003,EU28,books,0_10,freq,8.11691500641433
2003,EU28,books,0_10,freq_se,0.173414516894392
2003,EU28,books,101_200,freq,19.9064387017151
2003,EU28,books,101_200,freq_se,0.200512547542373
2003,EU28,books,11_25,freq,14.5075148284402
2003,EU28,books,11_25,freq_se,0.19243752967323
2003,EU28,books,201_500,freq,15.6762828403552
2003,EU28,books,201_500,freq_se,0.233154734652581
2003,EU28,books,26_100,freq,32.0791092037334
2003,EU28,books,26_100,freq_se,0.219597207494736
2003,EU28,books,more_500,freq,9.71373941934179
2003,EU28,books,more_500,freq_se,0.200851666717295
2006,AUT,books,0_10,freq,9.568728607061
2006,AUT,books,0_10,freq_se,0.548781178777441
2006,AUT,books,101_200,freq,19.1170132569766
2006,AUT,books,101_200,freq_se,0.696536514293835
2006,AUT,books,11_25,freq,16.1975648008914
2006,AUT,books,11_25,freq_se,0.727591526062964
2006,AUT,books,201_500,freq,13.8126190992021
2006,AUT,books,201_500,freq_se,0.688863261100274
2006,AUT,books,26_100,freq,32.6343263628368
2006,AUT,books,26_100,freq_se,0.719551834837261
2006,AUT,books,more_500,freq,8.66974787303208
2006,AUT,books,more_500,freq_se,0.500492545537439
2006,BEL,books,0_10,freq,13.8474110377283
2006,BEL,books,0_10,freq_se,0.556233348666335
2006,BEL,books,101_200,freq,16.5787779063462
2006,BEL,books,101_200,freq_se,0.435071495251725
2006,BEL,books,11_25,freq,16.5166586857799
2006,BEL,books,11_25,freq_se,0.522197411452263
2006,BEL,books,201_500,freq,13.9993112759591
2006,BEL,books,201_500,freq_se,0.43142847147217
2006,BEL,books,26_100,freq,30.9019732689236
2006,BEL,books,26_100,freq_se,0.593794294512612
2006,BEL,books,more_500,freq,8.15586782526286
2006,BEL,books,more_500,freq_se,0.389728618255083
2006,BGR,books,0_10,freq,20.2622661304947
2006,BGR,books,0_10,freq_se,1.38747894371442
2006,BGR,books,101_200,freq,16.261987495913
2006,BGR,books,101_200,freq_se,0.7843298733367
2006,BGR,books,11_25,freq,16.215115966738
2006,BGR,books,11_25,freq_se,0.880161199555419
2006,BGR,books,201_500,freq,12.1058511772889
2006,BGR,books,201_500,freq_se,0.740138722528547
2006,BGR,books,26_100,freq,27.1863692002747
2006,BGR,books,26_100,freq_se,0.941886687601404
2006,BGR,books,more_500,freq,7.96841002929075
2006,BGR,books,more_500,freq_se,0.598896501029315
2006,CZE,books,0_10,freq,5.81885350038434
2006,CZE,books,0_10,freq_se,0.587885421436216
2006,CZE,books,101_200,freq,23.0007281447894
2006,CZE,books,101_200,freq_se,0.67603878432246
2006,CZE,books,11_25,freq,10.2610549478024
2006,CZE,books,11_25,freq_se,0.532099018838437
2006,CZE,books,201_500,freq,17.2546625614176
2006,CZE,books,201_500,freq_se,0.69768349380738
2006,CZE,books,26_100,freq,34.6305620012768
2006,CZE,books,26_100,freq_se,0.805579321220523
2006,CZE,books,more_500,freq,9.03413884432936
2006,CZE,books,more_500,freq_se,0.542191733259285
2006,DEU,books,0_10,freq,9.7421433148004
2006,DEU,books,0_10,freq_se,0.704043992095821
2006,DEU,books,101_200,freq,19.8089561027533
2006,DEU,books,101_200,freq_se,0.744737270627607
2006,DEU,books,11_25,freq,13.0084582332118
2006,DEU,books,11_25,freq_se,0.652747591772111
2006,DEU,books,201_500,freq,15.310876007681
