year,area,concept,classics,metric,value
2003,DEU,reading_score,no,mean_se,3.67935186772211
2003,DEU,reading_score,yes,mean,543.611947358291
2003,DEU,reading_score,yes,mean_se,3.23951825509092
2003,DNK,math_score,no,mean,474.757775207119
2003,DNK,math_score,no,mean_se,7.440959751937
2003,DNK,math_score,yes,mean,538.523191793395
2003,DNK,math_score,yes,mean_se,5.7582325223546
2003,DNK,reading_score,no,mean,451.572194590534
2003,DNK,reading_score,no,mean_se,3.21179821163975
2003,DNK,reading_score,yes,mean,518.237381801501
2003,DNK,reading_score,yes,mean_se,2.68792459935938
2003,ESP,math_score,no,mean,457.363815949399
2003,ESP,math_score,no,mean_se,7.96032781661616
2003,ESP,math_score,yes,mean,500.310104865535
2003,ESP,math_score,yes,mean_se,6.74151678005636
2003,ESP,reading_score,no,mean,449.821516815742
2003,ESP,reading_score,no,mean_se,3.17862193940634
2003,ESP,reading_score,yes,mean,498.269539458874
2003,ESP,reading_score,yes,mean_se,2.77958328831495
2003,FIN,math_score,no,mean,528.614544924464
2003,FIN,math_score,no,mean_se,3.51876995210643
2003,FIN,math_score,yes,mean,563.64285009047
2003,FIN,math_score,yes,mean_se,5.86825613366189
2003,FIN,reading_score,no,mean,527.334926239672
2003,FIN,reading_score,no,mean_se,1.90127761374994
2003,FIN,reading_score,yes,mean,561.650574477608
2003,FIN,reading_score,yes,mean_se,2.20262878030289
2003,FRA,math_score,no,mean,468.955469788415
2003,FRA,math_score,no,mean_se,12.6326084988897
2003,FRA,math_score,yes,mean,534.532740756655
2003,FRA,math_score,yes,mean_se,6.97983955477045
2003,FRA,reading_score,no,mean,446.513244866424
2003,FRA,reading_score,no,mean_se,4.41662899838541
2003,FRA,reading_score,yes,mean,524.333137415305
2003,FRA,reading_score,yes,mean_se,2.64490635648697
2003,GBR,math_score,no,mean,482.949250301002
2003,GBR,math_score,no,mean_se,5.65716566198035
2003,GBR,math_score,yes,mean,536.412636270195
2003,GBR,math_score,yes,mean_se,10.9335168334388
2003,GBR,reading_score,no,mean,479.051298398696
2003,GBR,reading_score,no,mean_se,2.51123792273005
2003,GBR,reading_score,yes,mean,539.345054249583
2003,GBR,reading_score,yes,mean_se,3.4109402341485
2003,GRC,math_score,no,mean,394.390110177013
2003,GRC,math_score,no,mean_se,15.8656465683568
2003,GRC,math_score,yes,mean,462.002255996442
2003,GRC,math_score,yes,mean_se,13.3904277416639
2003,GRC,reading_score,no,mean,421.97712455449
2003,GRC,reading_score,no,mean_se,4.8575310389808
2003,GRC,reading_score,yes,mean,489.816199169911
2003,GRC,reading_score,yes,mean_se,4.03569810120904
2003,HUN,math_score,no,mean,435.489875825868
2003,HUN,math_score,no,mean_se,12.303380464216
2003,HUN,math_score,yes,mean,516.716361582766
2003,HUN,math_score,yes,mean_se,9.07822925787966
2003,HUN,reading_score,no,mean,425.700528420275
2003,HUN,reading_score,no,mean_se,3.33288510069392
2003,HUN,reading_score,yes,mean,508.34553147153
2003,HUN,reading_score,yes,mean_se,2.80562839561396
2003,IRL,math_score,no,mean,487.654478230933
2003,IRL,math_score,no,mean_se,6.63882760920124
2003,IRL,math_score,yes,mean,536.9893346916
2003,IRL,math_score,yes,mean_se,7.50040644294904
2003,IRL,reading_score,no,mean,498.933858806481
2003,IRL,reading_score,no,mean_se,2.79310530022745
2003,IRL,reading_score,yes,mean,552.861618647092
2003,IRL,reading_score,yes,mean_se,2.98067999546977
2003,ITA,math_score,no,mean,439.078924846719
2003,ITA,math_score,no,mean_se,14.8444024279323
2003,ITA,math_score,yes,mean,482.790227164893
2003,ITA,math_score,yes,mean_se,7.80470094839868
2003,ITA,reading_score,no,mean,441.358171834132
2003,ITA,reading_score,no,mean_se,4.54516301189912
2003,ITA,reading_score,yes,mean,495.530147920653
2003,ITA,reading_score,yes,mean_se,2.71536585458455
2003,LUX,math_score,no,mean,472.47927417651
2003,LUX,math_score,no,mean_se,1.82917809697173
2003,LUX,math_score,yes,mean,531.324448675613
2003,LUX,math_score,yes,mean_se,4.38546186322514
2003,LUX,reading_score,no,mean,459.288292675948
2003,LUX,reading_score,no,mean_se,1.96343096052655
2003,LUX,reading_score,yes,mean,517.104400525486
2003,LUX,reading_score,yes,mean_se,2.57392355807672
2003,LVA,math_score,no,mean,445.109253146223
2003,LVA,math_score,no,mean_se,16.2897469758283
2003,LVA,math_score,yes,mean,496.939456437717
2003,LVA,math_score,yes,mean_se,12.0686403729405
2003,LVA,reading_score,no,mean,453.171593533365
2003,LVA,reading_score,no,mean_se,4.8216293103295
2003,LVA,reading_score,yes,mean,503.811751495544
2003,LVA,reading_score,yes,mean_se,3.58657017195225
2003,NLD,math_score,no,mean,530.422679280486
2003,NLD,math_score,no,mean_se,9.62259534410747
2003,NLD,math_score,yes,mean,579.714058999596
2003,NLD,math_score,yes,mean_se,18.0465059836954
2003,NLD,reading_score,no,mean,506.201023300461
2003,NLD,reading_score,no,mean_se,3.0060105719991
2003,NLD,reading_score,yes,mean,549.731688632803
2003,NLD,reading_score,yes,mean_se,3.78493413292595
2003,POL,math_score,no,mean,442.054257652889
2003,POL,math_score,no,mean_se,17.8396736266626
2003,POL,math_score,yes,mean,500.668836737578
2003,POL,math_score,yes,mean_se,5.66733615333952
2003,POL,reading_score,no,mean,437.080819407112
2003,POL,reading_score,no,mean_se,5.17498744478107
2003,POL,reading_score,yes,mean,509.415795269909
2003,POL,reading_score,yes,mean_se,2.63324957756847
2003,PRT,math_score,no,mean,432.324098884572
2003,PRT,math_score,no,mean_se,15.1215921738971
2003,PRT,math_score,yes,mean,491.651185038102
2003,PRT,math_score,yes,mean_se,11.7351848776462
2003,PRT,reading_score,no,mean,441.819713669238
2003,PRT,reading_score,no,mean_se,4.38190827694629
2003,PRT,reading_score,yes,mean,505.299129989008
2003,PRT,reading_score,yes,mean_se,3.45266347556994
2003,SVK,math_score,no,mean,463.315737044286
2003,SVK,math_score,no,mean_se,37.1617233962035
2003,SVK,math_score,yes,mean,512.930291216971
2003,SVK,math_score,yes,mean_se,7.50078233476274
2003,SVK,reading_score,no,mean,429.019823438862
2003,SVK,reading_score,no,mean_se,5.39803252760641
2003,SVK,reading_score,yes,mean,486.145139017962
2003,SVK,reading_score,yes,mean_se,2.56033216353903
2003,SWE,math_score,no,mean,479.057949792694
2003,SWE,math_score,no,mean_se,8.30239536494827
2003,SWE,math_score,yes,mean,536.954850632199
2003,SWE,math_score,yes,mean_se,7.64661120610875
2003,SWE,reading_score,no,mean,483.635891869435
2003,SWE,reading_score,no,mean_se,2.99467315663374
2003,SWE,reading_score,yes,mean,543.435701847058
2003,SWE,reading_score,yes,mean_se,2.50314483185107
2003,EU28,math_score,no,mean,476.282269663098
2003,EU28,math_score,no,mean_se,1.58685193343687
2003,EU28,math_score,yes,mean,520.243785273404
2003,EU28,math_score,yes,mean_se,0.941054449987288
2003,EU28,reading_score,no,mean,466.528118637322
2003,EU28,reading_score,no,mean_se,1.3900151601794
2003,EU28,reading_score,yes,mean,519.160322007317
2003,EU28,reading_score,yes,mean_se,0.915117572641902
2006,AUT,math_score,no,mean,480.094525097165
2006,AUT,math_score,no,mean_se,16.5416519281736
2006,AUT,math_score,yes,mean,543.631369348829
2006,AUT,math_score,yes,mean_se,12.4516838975979
2006,AUT,reading_score,no,mean,462.445192421499
2006,AUT,reading_score,no,mean_se,4.47810532591049
2006,AUT,reading_score,yes,mean,534.070018935528
2006,AUT,reading_score,yes,mean_se,3.9033513537055
2006,BEL,math_score,no,mean,501.60350726741
2006,BEL,math_score,no,mean_se,11.2700202827653
2006,BEL,math_score,yes,mean,552.431564629996
2006,BEL,math_score,yes,mean_se,7.73905930409358
2006,BEL,reading_score,no,mean,479.886461262777
2006,BEL,reading_score,no,mean_se,4.0285440579904
2006,BEL,reading_score,yes,mean,537.213778853011
2006,BEL,reading_score,yes,mean_se,2.66411412295327
2006,BGR,math_score,no,mean,358.834837659378
2006,BGR,math_score,no,mean_se,45.3368595309765
2006,BGR,math_score,yes,mean,434.33900365293
2006,BGR,math_score,yes,mean_se,32.1507228239645
2006,BGR,reading_score,no,mean,330.603086944954
2006,BGR,reading_score,no,mean_se,7.55179247019072
2006,BGR,reading_score,yes,mean,429.336814644032
2006,BGR,reading_score,yes,mean_se,6.01260583574729
2006,CZE,math_score,no,mean,475.019710190985
2006,CZE,math_score,no,mean_se,22.8433359821569
2006,CZE,math_score,yes,mean,524.960456759399
2006,CZE,math_score,yes,mean_se,11.8147217225414
2006,CZE,reading_score,no,mean,440.003554695697
2006,CZE,reading_score,no,mean_se,5.60155229041687
2006,CZE,reading_score,yes,mean,501.315699622234
2006,CZE,reading_score,yes,mean_se,3.7893552613802
2006,DEU,math_score,no,mean,480.402746746953
2006,DEU,math_score,no,mean_se,16.5899950596202
2006,DEU,math_score,yes,mean,545.003828299781
2006,DEU,math_score,yes,mean_se,10.2891418103287
2006,DEU,reading_score,no,mean,470.596889273597
2006,DEU,reading_score,no,mean_se,5.13612984592889
2006,DEU,reading_score,yes,mean,538.608564273287
2006,DEU,reading_score,yes,mean_se,3.10543028706765
2006,DNK,math_score,no,mean,490.519443690114
2006,DNK,math_score,no,mean_se,6.7461262844004
2006,DNK,math_score,yes,mean,540.318028654918
2006,DNK,math_score,yes,mean_se,6.09776992401538
2006,DNK,reading_score,no,mean,470.119186474754
2006,DNK,reading_score,no,mean_se,3.15348143867645
2006,DNK,reading_score,yes,mean,522.203302251851
2006,DNK,reading_score,yes,mean_se,3.15921581806319
2006,ESP,math_score,no,mean,453.061221560818
2006,ESP,math_score,no,mean_se,6.55572731866218
2006,ESP,math_score,yes,mean,494.141385276844
2006,ESP,math_score,yes,mean_se,6.02728402542759
2006,ESP,reading_score,no,mean,432.596236388953
2006,ESP,reading_score,no,mean_se,2.59570850826964
2006,ESP,reading_score,yes,mean,474.99484080587
2006,ESP,reading_score,yes,mean_se,2.35101495953834
2006,EST,math_score,no,mean,481.252399825358
2006,EST,math_score,no,mean_se,12.5955769026765
2006,EST,math_score,yes,mean,526.135250725266
2006,EST,math_score,yes,mean_se,6.65194737997294
2006,EST,reading_score,no,mean,468.051835563552
2006,EST,reading_score,no,mean_se,4.50436164579762
2006,EST,reading_score,yes,mean,512.90006397378
2006,EST,reading_score,yes,mean_se,2.61036025368248
2006,FIN,math_score,no,mean,524.956863811254
2006,FIN,math_score,no,mean_se,5.22285021917388
2006,FIN,math_score,yes,mean,566.629229328379
2006,FIN,math_score,yes,mean_se,5.48724206004347
2006,FIN,reading_score,no,mean,522.874608408121
2006,FIN,reading_score,no,mean_se,2.33199768128863
2006,FIN,reading_score,yes,mean,567.951096904253
2006,FIN,reading_score,yes,mean_se,2.4974240407666
2006,FRA,math_score,no,mean,449.547602663642
2006,FRA,math_score,no,mean_se,11.7388204470288
2006,FRA,math_score,yes,mean,523.156487588407
2006,FRA,math_score,yes,mean_se,9.18867763454019
2006,FRA,reading_score,no,mean,433.046114983416
2006,FRA,reading_score,no,mean_se,4.97484231985001
2006,FRA,reading_score,yes,mean,519.546262477577
2006,FRA,reading_score,yes,mean_se,3.6655063380337
2006,GBR,math_score,no,mean,477.326937100302
2006,GBR,math_score,no,mean_se,5.74842480723247
2006,GBR,math_score,yes,mean,522.208812930327
2006,GBR,math_score,yes,mean_se,5.67606234286465
2006,GBR,reading_score,no,mean,474.111439312508
2006,GBR,reading_score,no,mean_se,2.48893226125346
2006,GBR,reading_score,yes,mean,527.875318052437
2006,GBR,reading_score,yes,mean_se,2.95092014836139
2006,GRC,math_score,no,mean,428.055831077658
2006,GRC,math_score,no,mean_se,21.4518367164049
2006,GRC,math_score,yes,mean,470.430780084784
2006,GRC,math_score,yes,mean_se,7.36773825312731
2006,GRC,reading_score,no,mean,414.745036647894
2006,GRC,reading_score,no,mean_se,5.56132299860279
2006,GRC,reading_score,yes,mean,475.992286318369
2006,GRC,reading_score,yes,mean_se,3.63258831582647
2006,HRV,math_score,no,mean,447.325165853524
2006,HRV,math_score,no,mean_se,7.22429517709514
2006,HRV,math_score,yes,mean,490.342705189197
2006,HRV,math_score,yes,mean_se,6.77001294995342
2006,HRV,reading_score,no,mean,449.775587669752
2006,HRV,reading_score,no,mean_se,3.44114412540559
2006,HRV,reading_score,yes,mean,506.132834032602
2006,HRV,reading_score,yes,mean_se,2.48608418371293
2006,HUN,math_score,no,mean,444.024033742675
2006,HUN,math_score,no,mean_se,13.5127261841002
2006,HUN,math_score,yes,mean,507.201070683676
2006,HUN,math_score,yes,mean_se,7.91895757886372
2006,HUN,reading_score,no,mean,425.512790688958
2006,HUN,reading_score,no,mean_se,4.38239357484383
2006,HUN,reading_score,yes,mean,503.693441387373
2006,HUN,reading_score,yes,mean_se,3.17471626364853
2006,IRL,math_score,no,mean,488.119146015732
2006,IRL,math_score,no,mean_se,7.42499746947139
2006,IRL,math_score,yes,mean,533.930452021513
2006,IRL,math_score,yes,mean_se,8.46393059476179
2006,IRL,reading_score,no,mean,501.040937946225
2006,IRL,reading_score,no,mean_se,3.43626844872601
2006,IRL,reading_score,yes,mean,553.957973098959
2006,IRL,reading_score,yes,mean_se,3.60697330739144
2006,ITA,math_score,no,mean,431.452475774437
2006,ITA,math_score,no,mean_se,5.8656000314621
2006,ITA,math_score,yes,mean,474.953340136773
2006,ITA,math_score,yes,mean_se,6.47470424449792
2006,ITA,reading_score,no,mean,430.360247542695
2006,ITA,reading_score,no,mean_se,3.80873167086499
2006,ITA,reading_score,yes,mean,486.057355369516
2006,ITA,reading_score,yes,mean_se,2.55975427253556
2006,LTU,math_score,no,mean,458.407046712117
2006,LTU,math_score,no,mean_se,10.8387807538335
2006,LTU,math_score,yes,mean,506.805354231963
2006,LTU,math_score,yes,mean_se,9.75727540347436
2006,LTU,reading_score,no,mean,434.073582686875
2006,LTU,reading_score,no,mean_se,3.47793042597922
2006,LTU,reading_score,yes,mean,496.818842820746
2006,LTU,reading_score,yes,mean_se,3.32592854313391
2006,LUX,math_score,no,mean,466.481679520858
2006,LUX,math_score,no,mean_se,2.66056878424701
2006,LUX,math_score,yes,mean,524.191597470298
2006,LUX,math_score,yes,mean_se,3.58428035011758
2006,LUX,reading_score,no,mean,452.806691491871
2006,LUX,reading_score,no,mean_se,1.91997948034299
2006,LUX,reading_score,yes,mean,520.273124265355
2006,LUX,reading_score,yes,mean_se,2.15876999373223
2006,LVA,math_score,no,mean,459.140377843112
2006,LVA,math_score,no,mean_se,13.1231576059369
2006,LVA,math_score,yes,mean,496.301719334473
2006,LVA,math_score,yes,mean_se,11.6361687217811
2006,LVA,reading_score,no,mean,440.073579692457
2006,LVA,reading_score,no,mean_se,4.39607123870305
2006,LVA,reading_score,yes,mean,494.112657659781
2006,LVA,reading_score,yes,mean_se,4.00213334813297
2006,NLD,math_score,no,mean,518.805585978109
2006,NLD,math_score,no,mean_se,7.91960479759387
2006,NLD,math_score,yes,mean,564.224547145105
2006,NLD,math_score,yes,mean_se,10.866760578388
2006,NLD,reading_score,no,mean,496.488344525663
2006,NLD,reading_score,no,mean_se,2.9724989836645
2006,NLD,reading_score,yes,mean,537.437672630834
2006,NLD,reading_score,yes,mean_se,3.89927572450382
2006,POL,math_score,no,mean,447.254762042297
2006,POL,math_score,no,mean_se,10.0740882482518
2006,POL,math_score,yes,mean,507.810564383055
2006,POL,math_score,yes,mean_se,5.9925364135558
2006,POL,reading_score,no,mean,443.581974539316
2006,POL,reading_score,no,mean_se,4.28786059954476
2006,POL,reading_score,yes,mean,524.486830141984
2006,POL,reading_score,yes,mean_se,2.74086404085924
2006,PRT,math_score,no,mean,432.713702283518
2006,PRT,math_score,no,mean_se,15.9236822973462
2006,PRT,math_score,yes,mean,490.477497897068
2006,PRT,math_score,yes,mean_se,5.59017133506459
2006,PRT,reading_score,no,mean,429.939482534599
2006,PRT,reading_score,no,mean_se,4.77186053853574
2006,PRT,reading_score,yes,mean,501.737266084553
2006,PRT,reading_score,yes,mean_se,2.98582243222894
2006,ROU,math_score,no,mean,365.866345573138
2006,ROU,math_score,no,mean_se,16.1699387610642
