year,area,concept,artworks,metric,value
2006,EU28,math_score,yes,mean_se,0.753046213055178
2006,EU28,reading_score,no,mean,466.159620149819
2006,EU28,reading_score,no,mean_se,1.24940801971331
2006,EU28,reading_score,yes,mean,500.278614390912
2006,EU28,reading_score,yes,mean_se,1.0612770463653
2009,AUT,math_score,no,mean,480.129488625787
2009,AUT,math_score,no,mean_se,10.8687898950162
2009,AUT,math_score,yes,mean,504.723867126332
2009,AUT,math_score,yes,mean_se,8.64711644232531
2009,AUT,reading_score,no,mean,448.344501059571
2009,AUT,reading_score,no,mean_se,4.25651151976077
2009,AUT,reading_score,yes,mean,482.154131048777
2009,AUT,reading_score,yes,mean_se,2.7958014945378
2009,BEL,math_score,no,mean,487.972218576442
2009,BEL,math_score,no,mean_se,7.58173538411554
2009,BEL,math_score,yes,mean,540.45144840615
2009,BEL,math_score,yes,mean_se,5.65814152859237
2009,BEL,reading_score,no,mean,479.408301100917
2009,BEL,reading_score,no,mean_se,3.22720685892209
2009,BEL,reading_score,yes,mean,531.284848281539
2009,BEL,reading_score,yes,mean_se,2.17685925711747
2009,BGR,math_score,no,mean,411.204026091316
2009,BGR,math_score,no,mean_se,38.3360352720318
2009,BGR,math_score,yes,mean,446.7610630983
2009,BGR,math_score,yes,mean_se,34.8978575764311
2009,BGR,reading_score,no,mean,407.009421028919
2009,BGR,reading_score,no,mean_se,7.87286545979838
2009,BGR,reading_score,yes,mean,452.667765304898
2009,BGR,reading_score,yes,mean_se,6.03061217447801
2009,CZE,math_score,no,mean,484.261386109365
2009,CZE,math_score,no,mean_se,8.8073394133132
2009,CZE,math_score,yes,mean,505.568962583448
2009,CZE,math_score,yes,mean_se,10.0968622265719
2009,CZE,reading_score,no,mean,468.352448932089
2009,CZE,reading_score,no,mean_se,3.19941703700132
2009,CZE,reading_score,yes,mean,492.516686972262
2009,CZE,reading_score,yes,mean_se,2.97410499669864
2009,DEU,math_score,no,mean,496.353293065561
2009,DEU,math_score,no,mean_se,14.6723915208028
2009,DEU,math_score,yes,mean,526.063617906707
2009,DEU,math_score,yes,mean_se,8.88581030060062
2009,DEU,reading_score,no,mean,479.939507250347
2009,DEU,reading_score,no,mean_se,3.77989516972295
2009,DEU,reading_score,yes,mean,511.150934834813
2009,DEU,reading_score,yes,mean_se,2.67238842584222
2009,DNK,math_score,no,mean,476.641323814933
2009,DNK,math_score,no,mean_se,11.3952019160477
2009,DNK,math_score,yes,mean,514.877878334809
2009,DNK,math_score,yes,mean_se,7.61776551815436
2009,DNK,reading_score,no,mean,465.876799293772
2009,DNK,reading_score,no,mean_se,3.16800654800171
2009,DNK,reading_score,yes,mean,507.774823952819
2009,DNK,reading_score,yes,mean_se,2.01708983404015
2009,ESP,math_score,no,mean,463.405970953685
2009,ESP,math_score,no,mean_se,5.11671693573508
2009,ESP,math_score,yes,mean,498.568296102332
2009,ESP,math_score,yes,mean_se,4.54025607047001
2009,ESP,reading_score,no,mean,460.465821031929
2009,ESP,reading_score,no,mean_se,2.40803104457
2009,ESP,reading_score,yes,mean,496.519568313925
2009,ESP,reading_score,yes,mean_se,2.0742479717623
2009,EST,math_score,no,mean,510.032312316369
2009,EST,math_score,no,mean_se,7.75796161908763
2009,EST,math_score,yes,mean,514.944812794726
2009,EST,math_score,yes,mean_se,7.87398744157963
2009,EST,reading_score,no,mean,492.951950618381
2009,EST,reading_score,no,mean_se,3.34137812550013
2009,EST,reading_score,yes,mean,506.903536082537
2009,EST,reading_score,yes,mean_se,2.80330632817181
2009,FIN,math_score,no,mean,523.610490854266
2009,FIN,math_score,no,mean_se,9.67792407712259
2009,FIN,math_score,yes,mean,546.222754795824
2009,FIN,math_score,yes,mean_se,4.72132257278404
2009,FIN,reading_score,no,mean,508.46321363365
2009,FIN,reading_score,no,mean_se,3.46239449275056
2009,FIN,reading_score,yes,mean,544.964937134051
2009,FIN,reading_score,yes,mean_se,2.19757506807996
2009,FRA,math_score,no,mean,479.175660467735
2009,FRA,math_score,no,mean_se,9.85486719482584
2009,FRA,math_score,yes,mean,525.335623351117
2009,FRA,math_score,yes,mean_se,14.5539437729136
2009,FRA,reading_score,no,mean,477.45931197024
2009,FRA,reading_score,no,mean_se,3.52117358504127
2009,FRA,reading_score,yes,mean,523.515714401114
2009,FRA,reading_score,yes,mean_se,4.68207868125964
2009,GBR,math_score,no,mean,474.845151239906
2009,GBR,math_score,no,mean_se,10.2528118357682
2009,GBR,math_score,yes,mean,505.875595741276
2009,GBR,math_score,yes,mean_se,5.54224967815925
2009,GBR,reading_score,no,mean,473.775948809903
2009,GBR,reading_score,no,mean_se,3.24012048736795
2009,GBR,reading_score,yes,mean,509.863637109522
2009,GBR,reading_score,yes,mean_se,2.10845207757644
2009,GRC,math_score,no,mean,447.616819485584
2009,GRC,math_score,no,mean_se,25.4528109561572
2009,GRC,math_score,yes,mean,478.246192224554
2009,GRC,math_score,yes,mean_se,12.4437526464611
2009,GRC,reading_score,no,mean,457.447452984208
2009,GRC,reading_score,no,mean_se,5.93051468018352
2009,GRC,reading_score,yes,mean,498.609884288157
2009,GRC,reading_score,yes,mean_se,3.62343112091376
2009,HRV,math_score,no,mean,447.628564091828
2009,HRV,math_score,no,mean_se,9.62870961150197
2009,HRV,math_score,yes,mean,473.631644049494
2009,HRV,math_score,yes,mean_se,11.6277250628318
2009,HRV,reading_score,no,mean,460.218570134062
2009,HRV,reading_score,no,mean_se,3.34170258664775
2009,HRV,reading_score,yes,mean,493.043701927864
2009,HRV,reading_score,yes,mean_se,2.98691759000341
2009,HUN,math_score,no,mean,472.197394725504
2009,HUN,math_score,no,mean_se,14.095340712293
2009,HUN,math_score,yes,mean,512.07982616389
2009,HUN,math_score,yes,mean_se,16.6479534631561
2009,HUN,reading_score,no,mean,474.009772537978
2009,HUN,reading_score,no,mean_se,3.7967409874116
2009,HUN,reading_score,yes,mean,517.536711525785
2009,HUN,reading_score,yes,mean_se,3.37422663946937
2009,IRL,math_score,no,mean,476.752611379331
2009,IRL,math_score,no,mean_se,11.0067299338182
2009,IRL,math_score,yes,mean,497.183606961074
2009,IRL,math_score,yes,mean_se,6.7411933190222
2009,IRL,reading_score,no,mean,481.654570692325
2009,IRL,reading_score,no,mean_se,4.00113445827811
2009,IRL,reading_score,yes,mean,510.13164943823
2009,IRL,reading_score,yes,mean_se,3.00895472887057
2009,ITA,math_score,no,mean,465.012762180617
2009,ITA,math_score,no,mean_se,4.53203015785503
2009,ITA,math_score,yes,mean,491.709169541087
2009,ITA,math_score,yes,mean_se,3.47152235944657
2009,ITA,reading_score,no,mean,463.317137419599
2009,ITA,reading_score,no,mean_se,2.07215128522837
2009,ITA,reading_score,yes,mean,496.73786706321
2009,ITA,reading_score,yes,mean_se,1.57101361432576
2009,LTU,math_score,no,mean,456.427226396891
2009,LTU,math_score,no,mean_se,16.1849625549029
2009,LTU,math_score,yes,mean,486.983274458203
2009,LTU,math_score,yes,mean_se,6.33886291898122
2009,LTU,reading_score,no,mean,441.901712355706
2009,LTU,reading_score,no,mean_se,3.71556125242105
2009,LTU,reading_score,yes,mean,481.762796341123
2009,LTU,reading_score,yes,mean_se,2.23607690055647
2009,LUX,math_score,no,mean,456.666806668929
2009,LUX,math_score,no,mean_se,8.82825934566912
2009,LUX,math_score,yes,mean,499.975482998005
2009,LUX,math_score,yes,mean_se,1.67819582577675
2009,LUX,reading_score,no,mean,436.830711608625
2009,LUX,reading_score,no,mean_se,3.08048481615611
2009,LUX,reading_score,yes,mean,484.092601407332
2009,LUX,reading_score,yes,mean_se,1.57395609277264
2009,LVA,math_score,no,mean,476.497441389657
2009,LVA,math_score,no,mean_se,12.1246594031624
2009,LVA,math_score,yes,mean,488.915491505719
2009,LVA,math_score,yes,mean_se,11.1093450321717
2009,LVA,reading_score,no,mean,476.148389682248
2009,LVA,reading_score,no,mean_se,3.284309171347
2009,LVA,reading_score,yes,mean,492.477779660299
2009,LVA,reading_score,yes,mean_se,3.41173516037512
2009,MLT,math_score,no,mean,437.576272799338
2009,MLT,math_score,no,mean_se,6.58451742317036
2009,MLT,math_score,yes,mean,481.145928807716
2009,MLT,math_score,yes,mean_se,4.54517762168218
2009,MLT,reading_score,no,mean,414.700955386649
2009,MLT,reading_score,no,mean_se,3.17372616060932
2009,MLT,reading_score,yes,mean,462.771200680197
2009,MLT,reading_score,yes,mean_se,2.51018501414036
2009,NLD,math_score,no,mean,510.014944110631
2009,NLD,math_score,no,mean_se,27.5784417759329
2009,NLD,math_score,yes,mean,535.370292584633
2009,NLD,math_score,yes,mean_se,23.0675670958213
2009,NLD,reading_score,no,mean,488.304422423792
2009,NLD,reading_score,no,mean_se,5.23499206531164
2009,NLD,reading_score,yes,mean,519.09095102068
2009,NLD,reading_score,yes,mean_se,5.35130263492852
2009,POL,math_score,no,mean,489.669840737549
2009,POL,math_score,no,mean_se,9.85409631752432
2009,POL,math_score,yes,mean,502.621528280077
2009,POL,math_score,yes,mean_se,9.22637750250362
2009,POL,reading_score,no,mean,492.848154763647
2009,POL,reading_score,no,mean_se,3.10216836364159
2009,POL,reading_score,yes,mean,509.900356272482
2009,POL,reading_score,yes,mean_se,2.82449782800118
2009,PRT,math_score,no,mean,471.50781410887
2009,PRT,math_score,no,mean_se,9.07601369307923
2009,PRT,math_score,yes,mean,502.964225192328
2009,PRT,math_score,yes,mean_se,12.4076654919157
2009,PRT,reading_score,no,mean,475.027346790268
2009,PRT,reading_score,no,mean_se,3.4195636999114
2009,PRT,reading_score,yes,mean,505.775016597635
2009,PRT,reading_score,yes,mean_se,3.28700364448151
2009,ROU,math_score,no,mean,417.895908884075
2009,ROU,math_score,no,mean_se,13.743020139007
2009,ROU,math_score,yes,mean,440.830104359138
2009,ROU,math_score,yes,mean_se,11.6320061684996
2009,ROU,reading_score,no,mean,413.481460046532
2009,ROU,reading_score,no,mean_se,4.5899385105024
2009,ROU,reading_score,yes,mean,440.363511899861
2009,ROU,reading_score,yes,mean_se,3.88007851553484
2009,SVK,math_score,no,mean,473.357235389376
2009,SVK,math_score,no,mean_se,13.2761071956111
2009,SVK,math_score,yes,mean,509.117258603341
2009,SVK,math_score,yes,mean_se,9.9213345395855
2009,SVK,reading_score,no,mean,453.740450049208
2009,SVK,reading_score,no,mean_se,3.93640538052032
2009,SVK,reading_score,yes,mean,490.386854147099
2009,SVK,reading_score,yes,mean_se,2.3756013220506
2009,SVN,math_score,no,mean,479.470515421208
2009,SVN,math_score,no,mean_se,5.97165039671837
2009,SVN,math_score,yes,mean,511.789333313316
2009,SVN,math_score,yes,mean_se,2.70895071806021
2009,SVN,reading_score,no,mean,458.256789918338
2009,SVN,reading_score,no,mean_se,2.48683518942043
2009,SVN,reading_score,yes,mean,494.931216897847
2009,SVN,reading_score,yes,mean_se,1.36845456116007
2009,SWE,math_score,no,mean,465.488630549823
2009,SWE,math_score,no,mean_se,18.663080943872
2009,SWE,math_score,yes,mean,502.048301079512
2009,SWE,math_score,yes,mean_se,7.66316235510507
2009,SWE,reading_score,no,mean,463.494799151839
2009,SWE,reading_score,no,mean_se,4.95177340385394
2009,SWE,reading_score,yes,mean,506.753099293038
2009,SWE,reading_score,yes,mean_se,2.87333142027667
2009,EU28,math_score,no,mean,476.401391291681
2009,EU28,math_score,no,mean_se,0.940379963032926
2009,EU28,math_score,yes,mean,507.821306887862
2009,EU28,math_score,yes,mean_se,0.591830789338933
2009,EU28,reading_score,no,mean,471.881084199277
2009,EU28,reading_score,no,mean_se,1.04265103620357
2009,EU28,reading_score,yes,mean,505.647930243039
2009,EU28,reading_score,yes,mean_se,0.791497286235178
2012,AUT,math_score,no,mean,491.38945965659
2012,AUT,math_score,no,mean_se,13.1501645119616
2012,AUT,math_score,yes,mean,514.476782584728
2012,AUT,math_score,yes,mean_se,7.13262835042074
2012,AUT,reading_score,no,mean,472.886792508924
2012,AUT,reading_score,no,mean_se,3.85406652847322
2012,AUT,reading_score,yes,mean,499.609298460318
2012,AUT,reading_score,yes,mean_se,2.87832244816213
2012,BEL,math_score,no,mean,495.381287586994
2012,BEL,math_score,no,mean_se,7.26405218856328
2012,BEL,math_score,yes,mean,534.657548788838
2012,BEL,math_score,yes,mean_se,5.38052912605579
2012,BEL,reading_score,no,mean,490.654565718431
2012,BEL,reading_score,no,mean_se,3.12380883515257
2012,BEL,reading_score,yes,mean,530.158234576731
2012,BEL,reading_score,yes,mean_se,2.3419665360762
2012,BGR,math_score,no,mean,417.153609211566
2012,BGR,math_score,no,mean_se,13.4037216796664
2012,BGR,math_score,yes,mean,458.627323450302
2012,BGR,math_score,yes,mean_se,19.9115291743931
2012,BGR,reading_score,no,mean,406.354650353669
2012,BGR,reading_score,no,mean_se,5.76767647627175
2012,BGR,reading_score,yes,mean,462.979380485957
2012,BGR,reading_score,yes,mean_se,6.06857788558646
2012,CZE,math_score,no,mean,489.691598928494
2012,CZE,math_score,no,mean_se,12.1749753390462
2012,CZE,math_score,yes,mean,510.097359110882
2012,CZE,math_score,yes,mean_se,8.09166536953441
2012,CZE,reading_score,no,mean,482.473534753789
2012,CZE,reading_score,no,mean_se,3.59000814073448
2012,CZE,reading_score,yes,mean,507.331214867718
2012,CZE,reading_score,yes,mean_se,2.81380592443204
2012,DEU,math_score,no,mean,508.692302805745
2012,DEU,math_score,no,mean_se,14.255533568486
2012,DEU,math_score,yes,mean,526.002292431987
2012,DEU,math_score,yes,mean_se,11.7454878088185
2012,DEU,reading_score,no,mean,504.007041700681
2012,DEU,reading_score,no,mean_se,3.34725374775526
2012,DEU,reading_score,yes,mean,522.308172113372
2012,DEU,reading_score,yes,mean_se,3.13275581858721
2012,DNK,math_score,no,mean,480.21218052711
2012,DNK,math_score,no,mean_se,11.1232713926338
2012,DNK,math_score,yes,mean,509.333042499258
2012,DNK,math_score,yes,mean_se,5.00076111675727
2012,DNK,reading_score,no,mean,472.704848783063
2012,DNK,reading_score,no,mean_se,3.7462400397945
2012,DNK,reading_score,yes,mean,507.16436891419
2012,DNK,reading_score,yes,mean_se,2.46246053407374
2012,ESP,math_score,no,mean,464.276832989349
2012,ESP,math_score,no,mean_se,4.874060717001
2012,ESP,math_score,yes,mean,500.07907095791
2012,ESP,math_score,yes,mean_se,3.18707275365092
2012,ESP,reading_score,no,mean,469.874377940584
2012,ESP,reading_score,no,mean_se,2.33028828012077
2012,ESP,reading_score,yes,mean,504.505966123133
2012,ESP,reading_score,yes,mean_se,1.93214194741884
2012,EST,math_score,no,mean,515.580513324086
2012,EST,math_score,no,mean_se,5.65713403325605
2012,EST,math_score,yes,mean,526.168099714768
2012,EST,math_score,yes,mean_se,5.30855548331704
2012,EST,reading_score,no,mean,507.30470912078
2012,EST,reading_score,no,mean_se,2.65357506717254
2012,EST,reading_score,yes,mean,523.249307719806
2012,EST,reading_score,yes,mean_se,2.3715564433885
2012,FIN,math_score,no,mean,502.608370477764
2012,FIN,math_score,no,mean_se,13.0517950437693
2012,FIN,math_score,yes,mean,526.625123921938
2012,FIN,math_score,yes,mean_se,2.55163003722583
2012,FIN,reading_score,no,mean,497.683726432157
2012,FIN,reading_score,no,mean_se,4.46735469927729
2012,FIN,reading_score,yes,mean,536.023587757697
2012,FIN,reading_score,yes,mean_se,1.95040366231255
2012,FRA,math_score,no,mean,481.723444649995
2012,FRA,math_score,no,mean_se,7.18106055079871
2012,FRA,math_score,yes,mean,521.466653148315
2012,FRA,math_score,yes,mean_se,8.45595408498958
2012,FRA,reading_score,no,mean,491.73912328678
2012,FRA,reading_score,no,mean_se,3.17039467402975
2012,FRA,reading_score,yes,mean,533.686332840913
2012,FRA,reading_score,yes,mean_se,3.29307118225868
2012,GBR,math_score,no,mean,481.472844866416
2012,GBR,math_score,no,mean_se,23.1238132830499
2012,GBR,math_score,yes,mean,508.704110401378
2012,GBR,math_score,yes,mean_se,8.3062461574367
2012,GBR,reading_score,no,mean,484.867955206398
2012,GBR,reading_score,no,mean_se,5.12804082538876
2012,GBR,reading_score,yes,mean,515.763458851087
2012,GBR,reading_score,yes,mean_se,3.19348630911913
2012,GRC,math_score,no,mean,431.766198532219
2012,GRC,math_score,no,mean_se,12.3759884319672
2012,GRC,math_score,yes,mean,467.574756370786
2012,GRC,math_score,yes,mean_se,5.96905204354105
2012,GRC,reading_score,no,mean,453.898404851606
2012,GRC,reading_score,no,mean_se,4.66402270699805
2012,GRC,reading_score,yes,mean,493.370964333793
2012,GRC,reading_score,yes,mean_se,2.9211798316789
2012,HRV,math_score,no,mean,460.996571402071
2012,HRV,math_score,no,mean_se,10.8647750528934
2012,HRV,math_score,yes,mean,483.508833705427
2012,HRV,math_score,yes,mean_se,19.1574141199291
2012,HRV,reading_score,no,mean,469.557371195949
2012,HRV,reading_score,no,mean_se,3.83403710694939
2012,HRV,reading_score,yes,mean,500.395688308507
2012,HRV,reading_score,yes,mean_se,3.41665764207489
2012,HUN,math_score,no,mean,459.79223615542
2012,HUN,math_score,no,mean_se,11.003788997472
2012,HUN,math_score,yes,mean,497.478264919546
2012,HUN,math_score,yes,mean_se,13.1191302968782
2012,HUN,reading_score,no,mean,471.071248940709
2012,HUN,reading_score,no,mean_se,3.74257452640924
2012,HUN,reading_score,yes,mean,509.44114360611
2012,HUN,reading_score,yes,mean_se,3.42188701223795
2012,IRL,math_score,no,mean,490.505701051701
2012,IRL,math_score,no,mean_se,9.42154204387683
2012,IRL,math_score,yes,mean,509.502908086669
2012,IRL,math_score,yes,mean_se,4.36809372827345
2012,IRL,reading_score,no,mean,503.86754808863
2012,IRL,reading_score,no,mean_se,3.59018488564171
2012,IRL,reading_score,yes,mean,534.320953087692
2012,IRL,reading_score,yes,mean_se,2.44544465919811
2012,ITA,math_score,no,mean,468.411484406218
2012,ITA,math_score,no,mean_se,4.7453507592679
2012,ITA,math_score,yes,mean,494.240840306164
2012,ITA,math_score,yes,mean_se,4.86092367052363
2012,ITA,reading_score,no,mean,469.322785985289
2012,ITA,reading_score,no,mean_se,2.31994613908871
2012,ITA,reading_score,yes,mean,500.485271391845
2012,ITA,reading_score,yes,mean_se,2.03862669387849
2012,LTU,math_score,no,mean,459.238678855278
2012,LTU,math_score,no,mean_se,12.4645359587512
2012,LTU,math_score,yes,mean,491.329965283353
2012,LTU,math_score,yes,mean_se,6.42674568149932
2012,LTU,reading_score,no,mean,452.682633529109
2012,LTU,reading_score,no,mean_se,3.15514834203325
2012,LTU,reading_score,yes,mean,492.561275189735
2012,LTU,reading_score,yes,mean_se,2.38479492955748
2012,LUX,math_score,no,mean,464.708704094437
2012,LUX,math_score,no,mean_se,5.56317158677049
2012,LUX,math_score,yes,mean,499.310080310625
2012,LUX,math_score,yes,mean_se,1.25252077842771
2012,LUX,reading_score,no,mean,457.307642813418
2012,LUX,reading_score,no,mean_se,3.30038092776589
2012,LUX,reading_score,yes,mean,499.920290503229
2012,LUX,reading_score,yes,mean_se,1.67566179028311
2012,LVA,math_score,no,mean,484.681847152811
2012,LVA,math_score,no,mean_se,12.2397001616449
2012,LVA,math_score,yes,mean,496.67541654043
2012,LVA,math_score,yes,mean_se,10.3290572990089
2012,LVA,reading_score,no,mean,479.783933556098
2012,LVA,reading_score,no,mean_se,3.3529767987733
2012,LVA,reading_score,yes,mean,496.649673519457
2012,LVA,reading_score,yes,mean_se,2.99369082052363
2012,NLD,math_score,no,mean,513.426075021973
2012,NLD,math_score,no,mean_se,25.6159326188199
2012,NLD,math_score,yes,mean,532.88286317498
2012,NLD,math_score,yes,mean_se,11.4651195285637
2012,NLD,reading_score,no,mean,498.212734126285
2012,NLD,reading_score,no,mean_se,4.41391979463866
2012,NLD,reading_score,yes,mean,521.707330324273
2012,NLD,reading_score,yes,mean_se,3.44146842686558
2012,POL,math_score,no,mean,510.575083612753
2012,POL,math_score,no,mean_se,10.8086451354287
2012,POL,math_score,yes,mean,525.321751187214
2012,POL,math_score,yes,mean_se,19.1641021350679
2012,POL,reading_score,no,mean,511.270043304111
2012,POL,reading_score,no,mean_se,3.29364890877013
2012,POL,reading_score,yes,mean,525.963719109288
2012,POL,reading_score,yes,mean_se,3.79535843748665
2012,PRT,math_score,no,mean,472.453997154112
2012,PRT,math_score,no,mean_se,18.6940853328397
2012,PRT,math_score,yes,mean,500.287880334038
2012,PRT,math_score,yes,mean_se,13.7530807936708
2012,PRT,reading_score,no,mean,473.165307133561
2012,PRT,reading_score,no,mean_se,4.66910776293898
2012,PRT,reading_score,yes,mean,501.641067692044
2012,PRT,reading_score,yes,mean_se,3.48772609563979
2012,ROU,math_score,no,mean,428.816249135537
2012,ROU,math_score,no,mean_se,12.6352013353616
2012,ROU,math_score,yes,mean,462.580379726011
2012,ROU,math_score,yes,mean_se,16.7752983179874
2012,ROU,reading_score,no,mean,422.203791436719
2012,ROU,reading_score,no,mean_se,3.92816234325737
2012,ROU,reading_score,yes,mean,455.893686354837
2012,ROU,reading_score,yes,mean_se,4.37623861273362
2012,SVK,math_score,no,mean,452.335011610178
2012,SVK,math_score,no,mean_se,19.1325950054693
2012,SVK,math_score,yes,mean,503.314081508856
2012,SVK,math_score,yes,mean_se,10.5225397753242
2012,SVK,reading_score,no,mean,431.917699629292
2012,SVK,reading_score,no,mean_se,5.55331623847227
2012,SVK,reading_score,yes,mean,485.862311534416
2012,SVK,reading_score,yes,mean_se,3.89649004619834
2012,SVN,math_score,no,mean,489.840677187392
2012,SVN,math_score,no,mean_se,6.51182804560426
2012,SVN,math_score,yes,mean,509.096691050905
2012,SVN,math_score,yes,mean_se,1.67913569127987
2012,SVN,reading_score,no,mean,465.273204450525
2012,SVN,reading_score,no,mean_se,2.30892533140506
2012,SVN,reading_score,yes,mean,490.469927460439
2012,SVN,reading_score,yes,mean_se,1.67419091030585
2012,SWE,math_score,no,mean,454.784949694208
2012,SWE,math_score,no,mean_se,11.6053239753158
2012,SWE,math_score,yes,mean,489.870471570325
2012,SWE,math_score,yes,mean_se,5.32323532268759
2012,SWE,reading_score,no,mean,452.052178003337
2012,SWE,reading_score,no,mean_se,4.70602526269121
2012,SWE,reading_score,yes,mean,498.613634433182
2012,SWE,reading_score,yes,mean_se,2.86849853036484
2012,EU28,math_score,no,mean,481.655765816415
2012,EU28,math_score,no,mean_se,1.30098533432459
2012,EU28,math_score,yes,mean,509.482952573259
2012,EU28,math_score,yes,mean_se,0.804477593993615
2012,EU28,reading_score,no,mean,483.550428135667
2012,EU28,reading_score,no,mean_se,1.18169822763089
2012,EU28,reading_score,yes,mean,512.538062799442
2012,EU28,reading_score,yes,mean_se,0.874688449135687
2015,AUT,math_score,no,mean,481.967585209698
2015,AUT,math_score,no,mean_se,15.8021854749564
2015,AUT,math_score,yes,mean,503.718626796555
2015,AUT,math_score,yes,mean_se,7.84249779378924
2015,AUT,reading_score,no,mean,461.558565691755
2015,AUT,reading_score,no,mean_se,4.16146603209376
2015,AUT,reading_score,yes,mean,494.824480479042
2015,AUT,reading_score,yes,mean_se,2.74463861024919
2015,BEL,math_score,no,mean,490.823270204149
2015,BEL,math_score,no,mean_se,5.89761036485205
2015,BEL,math_score,yes,mean,522.28691496106
2015,BEL,math_score,yes,mean_se,6.67503142433734
2015,BEL,reading_score,no,mean,480.822822661425
2015,BEL,reading_score,no,mean_se,2.62037540873735
2015,BEL,reading_score,yes,mean,517.236696349929
2015,BEL,reading_score,yes,mean_se,2.67238258020805
2015,BGR,math_score,no,mean,421.769071096416
2015,BGR,math_score,no,mean_se,16.4852473268575
2015,BGR,math_score,yes,mean,459.488964060236
2015,BGR,math_score,yes,mean_se,14.7440619397043
2015,BGR,reading_score,no,mean,409.779509632948
2015,BGR,reading_score,no,mean_se,5.38399720702578
2015,BGR,reading_score,yes,mean,455.746620289451
2015,BGR,reading_score,yes,mean_se,4.59585550940406
2015,CZE,math_score,no,mean,482.342117221706
2015,CZE,math_score,no,mean_se,5.28310531632107
2015,CZE,math_score,yes,mean,512.237986788712
2015,CZE,math_score,yes,mean_se,5.88870951557362
2015,CZE,reading_score,no,mean,476.671325944703
2015,CZE,reading_score,no,mean_se,2.75345907260315
2015,CZE,reading_score,yes,mean,511.953613912245
2015,CZE,reading_score,yes,mean_se,2.60330310158867
2015,DEU,math_score,no,mean,500.952720622709
2015,DEU,math_score,no,mean_se,12.1941574792105
2015,DEU,math_score,yes,mean,517.270314833253
2015,DEU,math_score,yes,mean_se,7.02423593878084
2015,DEU,reading_score,no,mean,502.959815645733
2015,DEU,reading_score,no,mean_se,4.23663399841737
2015,DEU,reading_score,yes,mean,523.449989626333
2015,DEU,reading_score,yes,mean_se,3.12392652507829
2015,DNK,math_score,no,mean,491.21067622315
2015,DNK,math_score,no,mean_se,9.77281426237603
2015,DNK,math_score,yes,mean,519.392872938967
2015,DNK,math_score,yes,mean_se,4.35368931765298
2015,DNK,reading_score,no,mean,475.384932901554
2015,DNK,reading_score,no,mean_se,3.39779693644563
2015,DNK,reading_score,yes,mean,509.906430481878
2015,DNK,reading_score,yes,mean_se,2.60501733762056
2015,ESP,math_score,no,mean,466.919796189563
2015,ESP,math_score,no,mean_se,7.42636990251806
2015,ESP,math_score,yes,mean,498.844435956875
2015,ESP,math_score,yes,mean_se,3.93475826295058
2015,ESP,reading_score,no,mean,474.982065457267
2015,ESP,reading_score,no,mean_se,2.949099424211
2015,ESP,reading_score,yes,mean,509.888931398591
2015,ESP,reading_score,yes,mean_se,2.45198861214013
2015,EST,math_score,no,mean,515.403314865182
2015,EST,math_score,no,mean_se,7.96149155106031
2015,EST,math_score,yes,mean,524.683035739929
2015,EST,math_score,yes,mean_se,3.98933426288652
2015,EST,reading_score,no,mean,514.674753974678
2015,EST,reading_score,no,mean_se,3.05095048159541
2015,EST,reading_score,yes,mean,523.66475774782
2015,EST,reading_score,yes,mean_se,2.51718352491304
2015,FIN,math_score,no,mean,492.175557433699
2015,FIN,math_score,no,mean_se,10.2246775634291
2015,FIN,math_score,yes,mean,519.572631485899
2015,FIN,math_score,yes,mean_se,3.47844876959529
2015,FIN,reading_score,no,mean,503.848158835125
2015,FIN,reading_score,no,mean_se,3.67711214032794
2015,FIN,reading_score,yes,mean,537.092233783774
2015,FIN,reading_score,yes,mean_se,2.46284355384289
2015,FRA,math_score,no,mean,481.064535086068
2015,FRA,math_score,no,mean_se,5.03073965097532
2015,FRA,math_score,yes,mean,517.749566089358
2015,FRA,math_score,yes,mean_se,7.82093451097217
2015,FRA,reading_score,no,mean,484.398873925366
2015,FRA,reading_score,no,mean_se,2.74049214596367
2015,FRA,reading_score,yes,mean,530.633109691047
2015,FRA,reading_score,yes,mean_se,3.44089474578821
2015,GBR,math_score,no,mean,480.664576255598
2015,GBR,math_score,no,mean_se,6.686164967764
2015,GBR,math_score,yes,mean,506.981722327792
2015,GBR,math_score,yes,mean_se,6.40978973798329
2015,GBR,reading_score,no,mean,484.094938800389
2015,GBR,reading_score,no,mean_se,3.11863335063859
2015,GBR,reading_score,yes,mean,514.025115904766
2015,GBR,reading_score,yes,mean_se,3.18232030826415
2015,GRC,math_score,no,mean,437.12418274104
2015,GRC,math_score,no,mean_se,17.566210933898
2015,GRC,math_score,yes,mean,465.445955865211
2015,GRC,math_score,yes,mean_se,10.8889480834183
2015,GRC,reading_score,no,mean,443.031214676086
2015,GRC,reading_score,no,mean_se,5.43342158526017
2015,GRC,reading_score,yes,mean,481.717261359863
2015,GRC,reading_score,yes,mean_se,3.98901075441714
2015,HRV,math_score,no,mean,455.794875593995
2015,HRV,math_score,no,mean_se,8.54928073746598
2015,HRV,math_score,yes,mean,476.612793119195
2015,HRV,math_score,yes,mean_se,6.80943207489589
2015,HRV,reading_score,no,mean,474.688219357977
2015,HRV,reading_score,no,mean_se,3.20153361645425
2015,HRV,reading_score,yes,mean,501.226210153179
2015,HRV,reading_score,yes,mean_se,3.07836460196169
2015,HUN,math_score,no,mean,459.604140460279
