year,area,concept,hisced,level,metric,value
2000,BGR,reading_score,low,level_3,freq,9.61214524788248
2000,BGR,reading_score,low,level_3,freq_se,5.64193141501739
2000,BGR,reading_score,low,level_4,freq,0
2000,BGR,reading_score,low,level_4,freq_se,
2000,BGR,reading_score,low,level_5,freq,0
2000,BGR,reading_score,low,level_5,freq_se,
2000,BGR,reading_score,medium,below_level_1a,freq,44.6841828386044
2000,BGR,reading_score,medium,below_level_1a,freq_se,5.70689991031092
2000,BGR,reading_score,medium,level_1a,freq,28.7193898007551
2000,BGR,reading_score,medium,level_1a,freq_se,6.15850020283788
2000,BGR,reading_score,medium,level_2,freq,18.5332450342006
2000,BGR,reading_score,medium,level_2,freq_se,3.66649755852239
2000,BGR,reading_score,medium,level_3,freq,5.23126042061941
2000,BGR,reading_score,medium,level_3,freq_se,2.36909638647891
2000,BGR,reading_score,medium,level_4,freq,2.03255356478786
2000,BGR,reading_score,medium,level_4,freq_se,2.29855671860068
2000,BGR,reading_score,medium,level_5,freq,0.799368341032651
2000,BGR,reading_score,medium,level_5,freq_se,1.99135034818377
2000,BGR,reading_score,medium,level_6,freq,0
2000,BGR,reading_score,medium,level_6,freq_se,
2000,BGR,reading_score,low,level_6,freq,0
2000,BGR,reading_score,low,level_6,freq_se,
2000,CZE,math_score,high,below_level_1a,freq,2.89513728450857
2000,CZE,math_score,high,below_level_1a,freq_se,0.0767435958769404
2000,CZE,math_score,high,level_1a,freq,5.04168289080215
2000,CZE,math_score,high,level_1a,freq_se,0.284498586212867
2000,CZE,math_score,high,level_2,freq,10.8090522381365
2000,CZE,math_score,high,level_2,freq_se,0.353448388769658
2000,CZE,math_score,high,level_3,freq,15.0434746597743
2000,CZE,math_score,high,level_3,freq_se,0.630470123399855
2000,CZE,math_score,high,level_4,freq,12.9193278959986
2000,CZE,math_score,high,level_4,freq_se,0.307877557288091
2000,CZE,math_score,high,level_5,freq,6.71367471261919
2000,CZE,math_score,high,level_5,freq_se,0.264760614817124
2000,CZE,math_score,high,level_6,freq,3.05455365252379
2000,CZE,math_score,high,level_6,freq_se,0.143162191230787
2000,CZE,math_score,low,below_level_1a,freq,50.1615813057194
2000,CZE,math_score,low,below_level_1a,freq_se,57.038353574645
2000,CZE,math_score,low,level_1a,freq,6.95010970523418
2000,CZE,math_score,low,level_1a,freq_se,29.980020172062
2000,CZE,math_score,low,level_2,freq,21.7770491684143
2000,CZE,math_score,low,level_2,freq_se,35.8667666026938
2000,CZE,math_score,low,level_3,freq,4.61015126180701
2000,CZE,math_score,low,level_3,freq_se,22.900074850566
2000,CZE,math_score,low,level_4,freq,0
2000,CZE,math_score,low,level_4,freq_se,
2000,CZE,math_score,low,level_5,freq,0
2000,CZE,math_score,low,level_5,freq_se,
2000,CZE,math_score,low,level_6,freq,0
2000,CZE,math_score,low,level_6,freq_se,
2000,CZE,math_score,medium,below_level_1a,freq,7.37385160842887
2000,CZE,math_score,medium,below_level_1a,freq_se,0.335138007211751
2000,CZE,math_score,medium,level_1a,freq,12.7124699888477
2000,CZE,math_score,medium,level_1a,freq_se,0.756991037620587
2000,CZE,math_score,medium,level_2,freq,16.2043810455333
2000,CZE,math_score,medium,level_2,freq_se,0.68622342046278
2000,CZE,math_score,medium,level_3,freq,12.7565109116164
2000,CZE,math_score,medium,level_3,freq_se,0.819963913122894
2000,CZE,math_score,medium,level_4,freq,5.7650700622701
2000,CZE,math_score,medium,level_4,freq_se,0.281358923192964
2000,CZE,math_score,medium,level_5,freq,2.50088466549991
2000,CZE,math_score,medium,level_5,freq_se,0.186725603782819
2000,CZE,math_score,medium,level_6,freq,0.496113732835107
2000,CZE,math_score,medium,level_6,freq_se,0.0245170961617301
2000,CZE,reading_score,high,below_level_1a,freq,2.94927330832459
