year,area,concept,books,metric,value
2000,GBR,math_score,101_200,mean_se,21.0857651356793
2000,GBR,math_score,11_25,mean,506.211131695062
2000,GBR,math_score,11_25,mean_se,10.4330922721466
2000,GBR,math_score,201_500,mean,568.114554426239
2000,GBR,math_score,201_500,mean_se,17.7352092982778
2000,GBR,math_score,26_100,mean,523.776265809082
2000,GBR,math_score,26_100,mean_se,13.4342910226112
2000,GBR,math_score,more_500,mean,577.532920606546
2000,GBR,math_score,more_500,mean_se,24.4670839044779
2000,GBR,reading_score,0_10,mean,440.32668928379
2000,GBR,reading_score,0_10,mean_se,5.21119220702185
2000,GBR,reading_score,101_200,mean,546.985149567585
2000,GBR,reading_score,101_200,mean_se,3.59810457874879
2000,GBR,reading_score,11_25,mean,494.080566995951
2000,GBR,reading_score,11_25,mean_se,3.13929292691933
2000,GBR,reading_score,201_500,mean,568.053692428414
2000,GBR,reading_score,201_500,mean_se,4.01059093053253
2000,GBR,reading_score,26_100,mean,513.693140664143
2000,GBR,reading_score,26_100,mean_se,3.112226136111
2000,GBR,reading_score,more_500,mean,576.84374623041
2000,GBR,reading_score,more_500,mean_se,5.07462511563639
2000,GRC,math_score,0_10,mean,384.129606961692
2000,GRC,math_score,0_10,mean_se,58.7682953844288
2000,GRC,math_score,101_200,mean,472.005764690527
2000,GRC,math_score,101_200,mean_se,37.4579273937603
2000,GRC,math_score,11_25,mean,424.955558074943
2000,GRC,math_score,11_25,mean_se,48.0732045552189
2000,GRC,math_score,201_500,mean,505.453936147007
2000,GRC,math_score,201_500,mean_se,81.3589764238448
2000,GRC,math_score,26_100,mean,452.412433086429
2000,GRC,math_score,26_100,mean_se,46.2212795318618
2000,GRC,math_score,more_500,mean,486.970365580069
2000,GRC,math_score,more_500,mean_se,224.096287846088
2000,GRC,reading_score,0_10,mean,416.106499980756
2000,GRC,reading_score,0_10,mean_se,8.93377961578372
2000,GRC,reading_score,101_200,mean,496.243823506833
2000,GRC,reading_score,101_200,mean_se,5.75115172736249
2000,GRC,reading_score,11_25,mean,459.617499755659
2000,GRC,reading_score,11_25,mean_se,5.32598582554343
2000,GRC,reading_score,201_500,mean,520.653469049054
2000,GRC,reading_score,201_500,mean_se,6.70446435214292
2000,GRC,reading_score,26_100,mean,481.52219984278
2000,GRC,reading_score,26_100,mean_se,5.05638485333173
2000,GRC,reading_score,more_500,mean,515.952940339548
2000,GRC,reading_score,more_500,mean_se,10.4099966662168
2000,HUN,math_score,0_10,mean,388.691452830286
2000,HUN,math_score,0_10,mean_se,87.1615545671684
2000,HUN,math_score,101_200,mean,491.054352189702
2000,HUN,math_score,101_200,mean_se,26.9955923268266
2000,HUN,math_score,11_25,mean,431.096176524551
2000,HUN,math_score,11_25,mean_se,37.7847565543077
2000,HUN,math_score,201_500,mean,523.897899564134
2000,HUN,math_score,201_500,mean_se,30.1423002979507
2000,HUN,math_score,26_100,mean,457.721937816966
2000,HUN,math_score,26_100,mean_se,18.4765936985516
2000,HUN,math_score,more_500,mean,541.164262407551
2000,HUN,math_score,more_500,mean_se,36.6661267564944
2000,HUN,reading_score,0_10,mean,369.306994761342
2000,HUN,reading_score,0_10,mean_se,7.72994564609941
2000,HUN,reading_score,101_200,mean,490.147613214818
2000,HUN,reading_score,101_200,mean_se,3.77298748800405
2000,HUN,reading_score,11_25,mean,418.117648439101
2000,HUN,reading_score,11_25,mean_se,5.2814823727989
2000,HUN,reading_score,201_500,mean,517.900681027499
2000,HUN,reading_score,201_500,mean_se,4.64200236337664
2000,HUN,reading_score,26_100,mean,449.290144469779
2000,HUN,reading_score,26_100,mean_se,4.80658638755196
2000,HUN,reading_score,more_500,mean,540.322262180213
2000,HUN,reading_score,more_500,mean_se,4.9968938915411
2000,IRL,math_score,0_10,mean,458.457187541314
2000,IRL,math_score,0_10,mean_se,43.700883593025
2000,IRL,math_score,101_200,mean,516.899791975927
2000,IRL,math_score,101_200,mean_se,15.0157113676905
2000,IRL,math_score,11_25,mean,475.948860744955
2000,IRL,math_score,11_25,mean_se,26.9270320377751
2000,IRL,math_score,201_500,mean,541.913800283877
2000,IRL,math_score,201_500,mean_se,17.0000202468125
2000,IRL,math_score,26_100,mean,500.879733800045
2000,IRL,math_score,26_100,mean_se,16.1956910457909
2000,IRL,math_score,more_500,mean,541.640762829803
2000,IRL,math_score,more_500,mean_se,54.3827321810684
2000,IRL,reading_score,0_10,mean,470.059452474212
2000,IRL,reading_score,0_10,mean_se,6.49258086954537
2000,IRL,reading_score,101_200,mean,544.98722846646
2000,IRL,reading_score,101_200,mean_se,4.10521467797737
2000,IRL,reading_score,11_25,mean,498.841321817259
2000,IRL,reading_score,11_25,mean_se,3.99594488337258
2000,IRL,reading_score,201_500,mean,565.964262346493
2000,IRL,reading_score,201_500,mean_se,4.64824057957586
2000,IRL,reading_score,26_100,mean,522.155406026962
2000,IRL,reading_score,26_100,mean_se,4.07007109265309
2000,IRL,reading_score,more_500,mean,566.79110942248
2000,IRL,reading_score,more_500,mean_se,6.61840164880179
2000,ITA,math_score,0_10,mean,401.490652314789
2000,ITA,math_score,0_10,mean_se,76.2350084469486
2000,ITA,math_score,101_200,mean,473.221952040809
2000,ITA,math_score,101_200,mean_se,17.4587065374875
2000,ITA,math_score,11_25,mean,437.278114411618
2000,ITA,math_score,11_25,mean_se,14.3167131711058
2000,ITA,math_score,201_500,mean,477.789612125021
2000,ITA,math_score,201_500,mean_se,21.8711895545658
2000,ITA,math_score,26_100,mean,456.368423737882
2000,ITA,math_score,26_100,mean_se,16.7259695992907
2000,ITA,math_score,more_500,mean,496.432821516692
2000,ITA,math_score,more_500,mean_se,73.9148070575098
2000,ITA,reading_score,0_10,mean,426.978388735658
2000,ITA,reading_score,0_10,mean_se,8.55710945443842
2000,ITA,reading_score,101_200,mean,506.651868241243
2000,ITA,reading_score,101_200,mean_se,3.61726278545252
2000,ITA,reading_score,11_25,mean,468.252166411934
2000,ITA,reading_score,11_25,mean_se,4.1030856392056
2000,ITA,reading_score,201_500,mean,517.182193659201
2000,ITA,reading_score,201_500,mean_se,6.39893285289954
