"year","area","concept","metric","value"
"2003","HUN","math_score","perc_90",610.2508
"2003","HUN","math_score","perc_90_se",4.38791495171681
"2003","HUN","reading_score","mean",481.87277229393
"2003","HUN","reading_score","mean_se",2.4170453702099
"2003","HUN","reading_score","perc_10",360.6613
"2003","HUN","reading_score","perc_10_se",4.22925389956668
"2003","HUN","reading_score","perc_50",487.5392
"2003","HUN","reading_score","perc_50_se",2.53142244400258
"2003","HUN","reading_score","perc_90",596.3156
"2003","HUN","reading_score","perc_90_se",3.61240338811989
"2003","IRL","math_score","mean",503.484055486534
"2003","IRL","math_score","mean_se",2.45051805468726
"2003","IRL","math_score","perc_10",393.0051
"2003","IRL","math_score","perc_10_se",2.57468064087568
"2003","IRL","math_score","perc_50",502.6017
"2003","IRL","math_score","perc_50_se",2.88548089146333
"2003","IRL","math_score","perc_90",613.2108
"2003","IRL","math_score","perc_90_se",2.75517366258458
"2003","IRL","reading_score","mean",515.820630261758
"2003","IRL","reading_score","mean_se",2.64321490083011
"2003","IRL","reading_score","perc_10",402.2096
"2003","IRL","reading_score","perc_10_se",4.01210449091247
"2003","IRL","reading_score","perc_50",521.3201
"2003","IRL","reading_score","perc_50_se",2.47209818585345
"2003","IRL","reading_score","perc_90",623.5867
"2003","IRL","reading_score","perc_90_se",3.0892587374644
"2003","ITA","math_score","mean",465.766388916539
"2003","ITA","math_score","mean_se",2.96483560763905
"2003","ITA","math_score","perc_10",341.5953
"2003","ITA","math_score","perc_10_se",5.26711498887199
"2003","ITA","math_score","perc_50",465.68
"2003","ITA","math_score","perc_50_se",2.85918890815211
"2003","ITA","math_score","perc_90",588.9858
"2003","ITA","math_score","perc_90_se",3.77036983723084
"2003","ITA","reading_score","mean",474.938524168785
"2003","ITA","reading_score","mean_se",2.86644831485372
"2003","ITA","reading_score","perc_10",339.6465
"2003","ITA","reading_score","perc_10_se",5.07681156593388
"2003","ITA","reading_score","perc_50",483.2208
"2003","ITA","reading_score","perc_50_se",3.35715057727533
"2003","ITA","reading_score","perc_90",597.9198
"2003","ITA","reading_score","perc_90_se",1.68471708574465
"2003","LUX","math_score","mean",493.277022001455
"2003","LUX","math_score","mean_se",0.936978050146918
"2003","LUX","math_score","perc_10",371.2728
"2003","LUX","math_score","perc_10_se",1.82853069430073
"2003","LUX","math_score","perc_50",495.046
"2003","LUX","math_score","perc_50_se",1.36147842601344
"2003","LUX","math_score","perc_90",608.8487
"2003","LUX","math_score","perc_90_se",2.92912020767332
"2003","LUX","reading_score","mean",478.576924379414
"2003","LUX","reading_score","mean_se",1.06134417201432
"2003","LUX","reading_score","perc_10",342.8549
"2003","LUX","reading_score","perc_10_se",3.12666154012551
"2003","LUX","reading_score","perc_50",486.7447
"2003","LUX","reading_score","perc_50_se",1.47768965652467
"2003","LUX","reading_score","perc_90",601.1462
"2003","LUX","reading_score","perc_90_se",2.24614253454671
"2003","LVA","math_score","mean",483.025614893962
"2003","LVA","math_score","mean_se",3.66640790579913
"2003","LVA","math_score","perc_10",370.5717
"2003","LVA","math_score","perc_10_se",3.00562555335825
"2003","LVA","math_score","perc_50",484.9977
"2003","LVA","math_score","perc_50_se",4.67863255252003
"2003","LVA","math_score","perc_90",596.4636
"2003","LVA","math_score","perc_90_se",4.79602380868779
"2003","LVA","reading_score","mean",490.882591600644
